sentence_index,sentence_text,raw_label,label_id,label_name,score,relevance_0_1,relevance_-1_1,ma_relevance_0_1
186,Operating margin declined year over year to 38.5% as healthy revenue growth and continued efficiencies in our expense base were offset by the impact of the EC fine which was fully reflected in the Google Services segment.,LABEL_2,2,LABEL_2,0.796225,0.932754,0.865509,0.921156
187,Turning to the Google Cloud segment which again delivered very strong results this quarter as Cloud continued to benefit from our enterprise AI optimized stack including our own custom TPUs and our industry leading AI models.,LABEL_2,2,LABEL_2,0.943631,0.981398,0.962796,0.923363
188,Cloud revenue increased by 34% to $15.2 billion in the third quarter driven by strong performance in GCP which continued to grow at a rate that was much higher than Cloud's overall revenue growth rate.,LABEL_2,2,LABEL_2,0.678969,0.89406,0.78812,0.924628
189,GCP's growth was driven by enterprise AI products which are generating billions in quarterly revenue.,LABEL_2,2,LABEL_2,0.627638,0.87712,0.754241,0.920025
190,We had strong growth in enterprise AI infrastructure and enterprise AI solutions which benefited from demand for our industry leading models including Gemini 2.5 Core.,LABEL_2,2,LABEL_2,0.943754,0.981439,0.962878,0.924837
191,GCP was also a meaningful contributor to growth and we had double digit growth in workspace which was driven by an increase in average revenues per seat and the number of seats.,LABEL_2,2,LABEL_2,0.950281,0.983593,0.967186,0.925457
192,Cloud operating income increased by 85% to $3.6 billion and operating margin increased from 17.1% in the third quarter last year to 23.7% this quarter.,LABEL_2,2,LABEL_2,0.755826,0.919423,0.838845,0.927121
193,"The expansion in cloud operating margin was driven by strong revenue performance and continued efficiencies in our expense base, partially offset by higher technical infrastructure usage cost, which includes depreciation expense and other operations costs such as Energy.",LABEL_2,2,LABEL_2,0.905936,0.968959,0.937918,0.926312
194,"Google Cloud's backlog increased 46% sequentially and 82% year over year, reaching $155 billion at the end of the third quarter.",LABEL_2,2,LABEL_2,0.649094,0.884201,0.768402,0.921429
195,The increase was driven primarily by strong demand for enterprise AI.,LABEL_1,1,LABEL_1,0.532243,0.51564,0.02128,0.898847
196,"As Sundar mentioned earlier, Cloud has signed more billion dollar deals in the first nine months of 2025 than in the past two years combined.",LABEL_2,2,LABEL_2,0.765375,0.922574,0.845147,0.895658
197,"In other bets, revenues were $344 million and operating loss was $1.4 billion in the third quarter.",LABEL_2,2,LABEL_2,0.891216,0.964101,0.928203,0.896294
198,"Within other bets, we continue to allocate more resources to businesses like Waymo where we see opportunities to create substantial value.",LABEL_2,2,LABEL_2,0.777682,0.926635,0.85327,0.901893
199,"With respect to CapEx, in the third quarter our CapEx was $24 billion.",LABEL_2,2,LABEL_2,0.964938,0.988429,0.976859,0.902026
200,"The vast majority of our CapEx was invested in technical infrastructure, with approximately 60% of that investment in servers and 40% in data centers and networking equipment.",LABEL_2,2,LABEL_2,0.934941,0.978531,0.957061,0.905814
201,"In Q3, we returned capital to shareholders through repurchases of stock of $11.5 billion and dividend payments of $2.5 billion.",LABEL_2,2,LABEL_2,0.952756,0.984409,0.968819,0.909949
202,"Turning to our outlook, I would like to provide some commentary on factors that will impact our business performance in the fourth quarter of 2025, as well as an updated outlook for CapEx for the year.",LABEL_2,2,LABEL_2,0.473708,0.826324,0.652647,0.908516
203,"First, in terms of revenues, we're pleased with the overall momentum of our business.",LABEL_2,2,LABEL_2,0.662178,0.888519,0.777037,0.909368
204,"At the current spot rates, we could see an FX tailwind to our revenues in Q4.",LABEL_2,2,LABEL_2,0.968308,0.989542,0.979083,0.913543
205,"However, the volatility in exchange rates could affect the impact ofFX on Q4 revenues.",LABEL_2,2,LABEL_2,0.902659,0.967877,0.935755,0.918776
206,"As for our segments in Google services, year over year comparisons in advertising will be negatively impacted by the strong spend on US elections in the fourth quarter of 2024, particularly on YouTube.",LABEL_2,2,LABEL_2,0.736262,0.912966,0.825933,0.917787
207,"In cloud, demand for our products remains high as evidenced by the accelerating revenue growth and the $49 billion sequential increase in cloud backlog in Q3.",LABEL_2,2,LABEL_2,0.760637,0.92101,0.842021,0.914768
208,"In GCP, we see strong demand for enterprise AI infrastructure including TPUs and GPUs, enterprise AI solutions driven by demand for Gemini 2.5 and our other AI models and core GCP infrastructure and other services such as cybersecurity and data analytics.",LABEL_2,2,LABEL_2,0.938742,0.979785,0.95957,0.919054
209,"As I've mentioned on previous earnings calls, while we have been working hard to increase capacity and have improved the pace of server deployments and data center construction, we still expect to remain in a tight demand supply environment in Q4 and 2026.",LABEL_2,2,LABEL_2,0.968535,0.989616,0.979233,0.924679
210,Moving to investments we're continuing to invest aggressively due to the demand we're experiencing from cloud customers as well as the growth opportunities we see across the company.,LABEL_2,2,LABEL_2,0.85055,0.950681,0.901363,0.923141
211,"We now expect CapEx to be in the range of $91 billion to $93 billion in 2025, up from our previous estimate of $85 billion.",LABEL_2,2,LABEL_2,0.927186,0.975971,0.951943,0.92276
212,Keeping in mind that the timing of cash payments can cause variability in the reported CapEx number.,LABEL_2,2,LABEL_2,0.929951,0.976884,0.953768,0.925633
213,"Looking out to 2026, we expect a significant increase in CapEx and will provide more detail on our fourth quarter earnings call in terms of expenses.",LABEL_2,2,LABEL_2,0.914199,0.971686,0.943372,0.925769
214,"First, as I've mentioned on previous earnings calls, the significant increase in our investments in technical infrastructure will continue to put pressure on the P and L in the form of higher depreciation expenses and and related data center operations costs such as energy.",LABEL_2,2,LABEL_2,0.955599,0.985348,0.970695,0.930826
215,"In the third quarter, depreciation increased 1.6 billion year over year to $5.6 billion, reflecting a growth rate of 41%.",LABEL_2,2,LABEL_2,0.887733,0.962952,0.925904,0.953192
216,"Given the overall increase in CapEx investments, we expect the growth rate and depreciation to accelerate slightly in Q4.",LABEL_2,2,LABEL_2,0.96285,0.987741,0.975481,0.95645
217,"Second, we expect sales and marketing expenses to be more heavily weighted to the end of the year, in part to support product launches and the holiday season.",LABEL_2,2,LABEL_2,0.93928,0.979962,0.959925,0.957243
218,"Q3 was a strong quarter and we're excited with the adoption of our AI products, helped by a rapid pace of innovation and great execution by our teams.",LABEL_2,2,LABEL_2,0.852158,0.951212,0.902424,0.958472
219,"This translated into strong Momentum in search, YouTube ads, subscription platforms and devices and cloud, resulting in our first hundred billion dollar plus quarter.",LABEL_2,2,LABEL_2,0.893377,0.964814,0.929629,0.957292
220,"Now Sundar, Philip and I will now take your questions.",LABEL_2,2,LABEL_2,0.659965,0.887789,0.775577,0.952754
221,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.928239
222,"As a reminder to ask a question, you will need to press star1 on your telephone to prevent any background noise.",LABEL_2,2,LABEL_2,0.664959,0.889436,0.778873,0.931395
223,We ask that you please mute your line once your question has been stated.,LABEL_2,2,LABEL_2,0.585278,0.863142,0.726283,0.930126
224,Our first question comes from Brian Nowak with Morgan Stanley.,LABEL_2,2,LABEL_2,0.51544,0.840095,0.68019,0.922654
225,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.918042
226,Great.,LABEL_2,2,LABEL_2,0.657788,0.88707,0.77414,0.916748
227,Thanks for taking my questions everyone.,LABEL_1,1,LABEL_1,0.418534,0.478116,-0.053767,0.894603
228,"The first one maybe for for Philip or Sundar, it's on agentic e commerce and agentic travel.",LABEL_1,1,LABEL_1,0.491724,0.502269,-0.005462,0.870727
229,There's a lot of external Wall street discussion about agentic e commerce potentially monetizing at a lower rate than search.,LABEL_1,1,LABEL_1,0.552123,0.522201,0.034401,0.847356
230,So the question is what factors are you most focused on to sort of ensure a smooth transition for your search business and for your advertisers as you move over to a more agentic world?,LABEL_2,2,LABEL_2,0.463904,0.823088,0.646177,0.840977
231,"And the second one, Sundar, is on Waymo.",LABEL_2,2,LABEL_2,0.459531,0.821645,0.643291,0.83326
232,"How far are we from an integration of Waymo into more of the core Gemini capabilities and the users in the platform, taking your user data of where I'm going, what hotel I'm staying at, what airport I'm staying at and have me integrate that into Waymo.",LABEL_2,2,LABEL_2,0.721962,0.908248,0.816495,0.829828
233,You can actually have users use their profiles to pre schedule Waymos.,LABEL_2,2,LABEL_2,0.719761,0.907521,0.815042,0.82662
234,How far off is that?,LABEL_1,1,LABEL_1,0.572124,0.528801,0.047602,0.803793
235,What do we have to do?,LABEL_1,1,LABEL_1,0.532634,0.515769,0.021538,0.781434
236,"Hello Brian, great question.",LABEL_2,2,LABEL_2,0.466976,0.824102,0.648204,0.773252
237,This is all early but we see agentic experiences really as additive to the way people seek information.,LABEL_1,1,LABEL_1,0.512481,0.509119,0.008237,0.74971
238,"It helps us answer people's tough questions, it helps people get stuff done and it helps businesses in the process.",LABEL_2,2,LABEL_2,0.817455,0.93976,0.879521,0.749137
239,"And we're working on multiple agentic experiences across key verticals such as travel, commerce, shopping and so on.",LABEL_2,2,LABEL_2,0.713018,0.905296,0.810592,0.746161
240,"And we're paying a lot of attention to creating a seamless user experience, but also to the fact that we need to integrate different partner ecosystems in a way that creates value for them.",LABEL_2,2,LABEL_2,0.790131,0.930743,0.861487,0.748309
241,"And by the way, we're also working closely with a lot of our partners on the other side throughout cloud services to improve their own agentic experiences.",LABEL_2,2,LABEL_2,0.943298,0.981288,0.962577,0.772668
242,And so maybe we go a little deeper on the shopping side where we actually use AI already very actively to improve the shopping experience.,LABEL_2,2,LABEL_2,0.664099,0.889153,0.778305,0.772654
243,"As you know, we launched a more visual experience on AI mode that gives people a much more intuitive conversational way to shop.",LABEL_2,2,LABEL_2,0.968195,0.989504,0.979009,0.778972
244,You can simply describe what you're looking for now like the way you would talk to a friend and we'll show you the visual shopping results.,LABEL_2,2,LABEL_2,0.673844,0.892369,0.784737,0.781586
245,And then we think about building an agentix shopping future and it has to be one again that benefits both users and merchants here.,LABEL_2,2,LABEL_2,0.859827,0.953743,0.907486,0.78549
246,And you know that AIO we also introduced new agentic checkout which will let shoppers use like agentic AI to buy products from merchant sites and so on.,LABEL_2,2,LABEL_2,0.970149,0.990149,0.980298,0.790644
247,We have a partnership with PayPal to help merchants build agentic commerce experiences.,LABEL_2,2,LABEL_2,0.875129,0.958793,0.917585,0.814678
248,We have a new open protocols for agent to agent transactions and so on and so on.,LABEL_2,2,LABEL_2,0.923961,0.974907,0.949814,0.83831
249,"And Brian, on Waymo, great question was reflecting I think on the exact same topic.",LABEL_2,2,LABEL_2,0.600786,0.868259,0.736519,0.855613
250,I'm scheduled to meet with the team to do a review on it in a few weeks out.,LABEL_1,1,LABEL_1,0.461334,0.49224,-0.02552,0.83907
251,"Look, it is an exciting time, way more clearly scaling up, particularly in 2026.",LABEL_2,2,LABEL_2,0.865194,0.955514,0.911028,0.845764
252,"I think the possibility as you said of Gemini, particularly with the multimodal experience as well as services like YouTube, I think there's a real opportunity to make the in car experience dramatically better.",LABEL_2,2,LABEL_2,0.942134,0.980904,0.961809,0.849397
253,Definitely something we are excited about.,LABEL_2,2,LABEL_2,0.594676,0.866243,0.732486,0.847333
254,And you'll see Newer experiences in 2026 for sure.,LABEL_2,2,LABEL_2,0.865419,0.955588,0.911176,0.868672
255,"Great, thank you both.",LABEL_2,2,LABEL_2,0.542976,0.849182,0.698364,0.885343
256,Our next question comes from Doug Anuth with JP Morgan.,LABEL_1,1,LABEL_1,0.485282,0.500143,-0.009714,0.869145
257,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.887472
258,Thanks for taking the questions Philip.,LABEL_1,1,LABEL_1,0.404713,0.473555,-0.06289,0.864161
259,"Maybe you can just talk more about some of the drivers of the Core search strength and I guess in particular when you think about AI overviews and AI mode, we know that query growth is accelerating but can you help us understand from there kind of what happens in terms of clicks per query and conversion rates and pricing in these AI driven search formats?",LABEL_2,2,LABEL_2,0.969379,0.989895,0.97979,0.868391
260,And then anat can you talk about where you see opportunities in the core cost space as you look to make room to absorb the rapid growth in infrastructure and depreciation going forward.,LABEL_2,2,LABEL_2,0.636286,0.879974,0.759949,0.865853
261,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.841308
262,So let me give you a bit of vertical color first in Q3 search and other revenues again delivered growth across all major vertical as we said it was from retail and financial services.,LABEL_2,2,LABEL_2,0.752202,0.918227,0.836453,0.842762
263,Healthcare was also a contributor to the growth here.,LABEL_2,2,LABEL_2,0.476176,0.827138,0.654276,0.834643
264,"Our new AI experiences you mentioned them overviews AI mode continued to drive growth in overall queries, including commercial queries, really creating more opportunities for monetization.",LABEL_2,2,LABEL_2,0.814363,0.93874,0.87748,0.836962
265,AI overviews are scaling up and are working for our entire user base.,LABEL_2,2,LABEL_2,0.835681,0.945775,0.891549,0.836563
266,"We're now scaled to over 2 billion users here and we're continuing to expand ads in AI overviews in English to more countries across desktop, mobile and so on.",LABEL_2,2,LABEL_2,0.93338,0.978016,0.956031,0.835957
267,"And as I've shared before for AI overviews, even at our current baseline of ads below and within the AI's response overall we see the monetization at approximately the same rate.",LABEL_2,2,LABEL_2,0.935975,0.978872,0.957744,0.836961
268,So over time we're excited about the opportunity of richer experiences in AI mode and AI overviews to basically open up then the opportunity for also much richer placements.,LABEL_2,2,LABEL_2,0.953105,0.984525,0.969049,0.837442
269,"And I think as I've said on a prior call, we managed a business to drive great outcomes for our users and an attractive ROI for advertisers.",LABEL_2,2,LABEL_2,0.924847,0.9752,0.950399,0.842789
270,"We don't really manage to paid clicks and CPC targets, but as you will see in the 10Q, paid clicks were up 7% year on year and CPCs were up 7% year on year.",LABEL_2,2,LABEL_2,0.957217,0.985882,0.971763,0.867471
271,Doug and to your question around where else can we see more opportunity for efficiency and productivity?,LABEL_1,1,LABEL_1,0.43628,0.483973,-0.042055,0.843894
272,"And I think you heard me say before, this is not a one time type of effort but rather an ongoing way in which we manage the business.",LABEL_2,2,LABEL_2,0.786427,0.929521,0.859042,0.841324
273,"And the key here is that the more we drive productivity across our business, the more we can invest in the business for growth and obviously continue to drive improvement in the P and L.",LABEL_2,2,LABEL_2,0.690308,0.897802,0.795603,0.842902
274,"Some of the areas are things that you've heard us talk about in the past such as moderating the pace of headcount growth, optimizing real estate footprint, but also as we invest more and more in our technical infrastructure, ensuring that we are optimizing that build out and the overall technical infrastructure we have.",LABEL_2,2,LABEL_2,0.926693,0.975809,0.951618,0.843913
275,You know that a lot of the data centers for Example that we build ourselves so they're optimized and we make sure we do them in the most efficient way.,LABEL_2,2,LABEL_2,0.965906,0.988749,0.977498,0.850892
276,"Sundar mentioned on one of the previous calls the productivity associated with leveraging AI for Google as the example, the percent of code now nearly half of all code generated by AI.",LABEL_2,2,LABEL_2,0.758661,0.920358,0.840716,0.871903
277,That's a way for us to leverage AI to drive further productivity across the business.,LABEL_2,2,LABEL_2,0.789235,0.930448,0.860895,0.874642
278,Obviously we always look at making sure that when we provide services or products that we get the right economics and the right value for what we provide.,LABEL_2,2,LABEL_2,0.909763,0.970222,0.940444,0.899476
279,So one good example is Shorts which has a lower revenue share than in stream that helps to improve some of our gross margins.,LABEL_2,2,LABEL_2,0.8978,0.966274,0.932548,0.898295
280,So this is an effort we have ongoing I've mentioned in the past that we have a headwind with depreciation obviously increasing alongside our capex increase.,LABEL_2,2,LABEL_2,0.953915,0.984792,0.969584,0.903535
281,So we have efforts across the organization to ensure we run the business in the most disciplined and productive way while continue to invest for future growth.,LABEL_2,2,LABEL_2,0.904028,0.968329,0.936658,0.927432
282,Thank you both.,LABEL_2,2,LABEL_2,0.41397,0.80661,0.61322,0.921852
283,Our next question comes from Eric Sheridan with Goldman Sachs.,LABEL_2,2,LABEL_2,0.462833,0.822735,0.64547,0.921631
284,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.918477
285,Thank you so much for taking the questions.,LABEL_2,2,LABEL_2,0.431342,0.812343,0.624686,0.911805
286,"Maybe two if I could Sumner, when you think about your custom silicon efforts across the organization, can you reflect a little bit about the opportunity set you see with each passing generation of custom silicon, both in terms of driving operations, operating efficiencies inside the organization and potentially increased monetization efforts around those outside of the organization?",LABEL_2,2,LABEL_2,0.512734,0.839202,0.678405,0.904865
287,Second question would be for Philip.,LABEL_2,2,LABEL_2,0.548703,0.851072,0.702144,0.898475
288,Obviously we can see the YouTube advertising revenue number and the reported results.,LABEL_2,2,LABEL_2,0.7751,0.925783,0.851566,0.895538
289,Can you reflect a little bit about the scaling of the subscription side of YouTube offerings and how the two parts together maybe represent an interesting framework and thinking about the monetization side of YouTube increasingly being a mix of both ads and subscription.,LABEL_2,2,LABEL_2,0.801216,0.934401,0.868802,0.893498
290,Thank you Eric.,LABEL_1,1,LABEL_1,0.418394,0.47807,-0.05386,0.868107
291,Overall I would say we are seeing substantial demand for our AI infrastructure products including TPU based and GPU based solutions.,LABEL_2,2,LABEL_2,0.944083,0.981547,0.963095,0.892986
292,It is one of the key drivers of our growth over the past year and I think on a going forward basis I think we continue to see very strong demand and we are investing to meet that.,LABEL_2,2,LABEL_2,0.96632,0.988886,0.977771,0.895954
293,I do think a big part of what differentiates Google Cloud effectively.,LABEL_2,2,LABEL_2,0.826587,0.942774,0.885548,0.898203
294,"We've taken a full, deep, full stack approach to AI and that really plays out.",LABEL_2,2,LABEL_2,0.463857,0.823073,0.646146,0.890566
295,We are the only hyperscaler who's really building offerings on our own models and we are also highly differentiated on our own technology.,LABEL_2,2,LABEL_2,0.941683,0.980755,0.961511,0.890166
296,"So to your question, I think that does give us the opportunity to continue driving growth in operating margins in cloud as we have done in the past and also I think from a revenue sets the infrastructure portion of our business to be a growth driver looking ahead as well.",LABEL_2,2,LABEL_2,0.946444,0.982327,0.964653,0.893265
297,"And to the second part of your question, look, just taking a quick step back.",LABEL_2,2,LABEL_2,0.454048,0.819836,0.639672,0.887734
298,"You know, we often describe YouTube's business as a flywheel.",LABEL_2,2,LABEL_2,0.761957,0.921446,0.842892,0.885295
299,Obviously it first all starts with the creators and we have significantly invested here to be the place that YouTube creators really call their home.,LABEL_2,2,LABEL_2,0.906018,0.968986,0.937972,0.885431
300,"That's a big piece of it, the number one piece, viewers.",LABEL_2,2,LABEL_2,0.47948,0.828228,0.656457,0.877603
301,"Of course, YouTube has billions of monthly logged in users and everyday people watch billions of hours of video.",LABEL_2,2,LABEL_2,0.910899,0.970597,0.941194,0.877716
302,And we talked about how our recommendation systems are driving robust watch time growth and so on and so on.,LABEL_2,2,LABEL_2,0.77181,0.924697,0.849395,0.883621
303,"So on the monetization side, YouTube's business is really powered, I would say on a, let's call it a twin engine monetization strategy.",LABEL_2,2,LABEL_2,0.933613,0.978092,0.956184,0.891388
304,Combining its advertising business and its growing subscription services.,LABEL_2,2,LABEL_2,0.580701,0.861631,0.723263,0.890687
305,Both YouTube ads and subscriptions saw strong growth this quarter.,LABEL_2,2,LABEL_2,0.686527,0.896554,0.793108,0.894898
306,"And so looking at YouTube Music and Premium users are on average delivering more value to creators, to music Media partners and YouTube itself than even ad supported users do.",LABEL_2,2,LABEL_2,0.94627,0.982269,0.964538,0.902051
307,"So in other words, on average a YouTube music and premium subscriber generates a meaningful high gross profit than they were simply an ad supported users and fans come from all over the world.",LABEL_2,2,LABEL_2,0.949593,0.983366,0.966732,0.908666
308,You know this and this engagement through ads and subscription generates YouTube's revenues and funds what I started with these creators here.,LABEL_2,2,LABEL_2,0.965009,0.988453,0.976906,0.911799
309,And this then drives more viewership and engagement and so on.,LABEL_2,2,LABEL_2,0.861517,0.9543,0.908601,0.912794
310,And that's the flywheel.,LABEL_1,1,LABEL_1,0.477589,0.497604,-0.014791,0.913771
311,And so our priority continues like this growth cycle.,LABEL_2,2,LABEL_2,0.814422,0.938759,0.877519,0.911632
312,We're happy with this twin engine monetization strategy.,LABEL_2,2,LABEL_2,0.592613,0.865562,0.731125,0.905466
313,Our next question comes from Mark Shmalik with Bernstein.,LABEL_1,1,LABEL_1,0.448887,0.488133,-0.033735,0.882733
314,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.885362
315,"Yes, thanks for taking the questions, Sundar.",LABEL_2,2,LABEL_2,0.667587,0.890304,0.780607,0.88084
316,"With the strong adoption of Gemini AI mode and overviews across the user base, are there any meaningful differences to call out kind of around the behavior and depth of engagement for those users across the entire Google ecosystem?",LABEL_2,2,LABEL_2,0.595597,0.866547,0.733094,0.875051
317,"And then Philip, I know we kind of asked this most quarters, but I'm curious, kind of with some of the adoption you've seen around AI overviews and mode, you know, how you see the economics of search evolving with the higher commercial and total query volume and how it kind of compares against the incremental cost to deliver these results.",LABEL_2,2,LABEL_2,0.865092,0.95548,0.910961,0.881833
318,"Thank you, Mark.",LABEL_2,2,LABEL_2,0.435845,0.813829,0.627658,0.876452
319,"Look, I think obviously aioviews are a natural part of the Google experience.",LABEL_2,2,LABEL_2,0.527685,0.844136,0.688272,0.87021
320,"And so, you know, engagement is very, very high.",LABEL_2,2,LABEL_2,0.927804,0.976175,0.952351,0.877607
321,"I would say AI mode, you have a varied cohorts that are people who are casual users who are checking it out.",LABEL_2,2,LABEL_2,0.954496,0.984984,0.969967,0.878326
322,But there's a core group which really likes AI more and is passionate about it.,LABEL_2,2,LABEL_2,0.713421,0.905429,0.810858,0.877363
323,"You see the early adopters, the product is resonating very strongly and they are seeking it out.",LABEL_2,2,LABEL_2,0.956633,0.985689,0.971378,0.877743
324,I think that's how I would highlight the difference with Gemini.,LABEL_1,1,LABEL_1,0.478923,0.498044,-0.013911,0.859563
325,"Again, engaged user base who are seeking out the product and so on.",LABEL_2,2,LABEL_2,0.839259,0.946956,0.893911,0.862084
326,"But across the board, I think, you know, the trajectory has been we are definitely seeing in each of those use cases a set of early adopters and then more people coming in and the people who are using it continue to use it more over time and report high user satisfaction.",LABEL_2,2,LABEL_2,0.96478,0.988377,0.976755,0.862389
327,So I would say the underlying product metrics now are pretty encouraging to see as well.,LABEL_2,2,LABEL_2,0.845771,0.949104,0.898209,0.860676
328,Look into the second part of your question.,LABEL_1,1,LABEL_1,0.544752,0.519768,0.029537,0.837242
329,"I think we covered before Sundar covered the query development and as I've just said before for the overviews, even at our current baseline of ads.",LABEL_2,2,LABEL_2,0.854699,0.952051,0.904101,0.837129
330,Right.,LABEL_2,2,LABEL_2,0.736349,0.912995,0.82599,0.857899
331,"Whether above, below and within the AI response overall we see the monetization at approximately the same rate and this is a great baseline for further innovation.",LABEL_2,2,LABEL_2,0.793496,0.931854,0.863707,0.857553
332,"We talked about this, we're excited about where this can go.",LABEL_1,1,LABEL_1,0.483379,0.499515,-0.01097,0.839251
333,"And on the AI mode side, we're testing ads in AI mode and we'll continue to test and learn before we expand this any further.",LABEL_2,2,LABEL_2,0.88746,0.962862,0.925724,0.862988
334,"So this in combination with what we mentioned about the commercial query overall development, I think we're in a good place here.",LABEL_1,1,LABEL_1,0.484363,0.49984,-0.010321,0.844197
335,"You could also argue that on queries that historically have not been well monetized, we think there's a potential opportunity here where you can obviously imagine that we can build this out with smart AI integration.",LABEL_2,2,LABEL_2,0.901333,0.96744,0.93488,0.848054
336,Our next question comes from Michael Nathanson with Muffet Nathanson.,LABEL_1,1,LABEL_1,0.506726,0.50722,0.004439,0.830087
337,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.826096
338,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.809924
339,"I have two one for not Philip, it's clear that when people use AI mode, the query length is much longer.",LABEL_2,2,LABEL_2,0.715772,0.906205,0.812409,0.813027
340,Can you talk about how that longer length may be impacting your ability to drive roas and what you're seeing in terms of some of the early benefits of maybe a longer query length and then or not.,LABEL_1,1,LABEL_1,0.544931,0.519827,0.029654,0.79021
341,You came to Alphabet from a pharmaceutical company.,LABEL_2,2,LABEL_2,0.861264,0.954217,0.908435,0.788672
342,You've been there more than a year.,LABEL_2,2,LABEL_2,0.698149,0.900389,0.800778,0.78842
343,You talk a bit about how you're working to look at ROIC internally and what early signs are you seeing that gives you confidence that this spending is really driving better returns longer term?,LABEL_1,1,LABEL_1,0.506292,0.507077,0.004153,0.764489
344,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.764106
345,"Look, as Sundar shared, AI mode now has over like 75 million daily active users in the US and we see strong and consistent week over growth in usage since launch and the queries doubled over the quarter.",LABEL_2,2,LABEL_2,0.886065,0.962401,0.924803,0.764879
346,"And as I also mentioned, we're testing ads in AI mode.",LABEL_2,2,LABEL_2,0.793673,0.931912,0.863824,0.762055
347,We'll continue to test before we expand any further.,LABEL_1,1,LABEL_1,0.463745,0.493036,-0.023928,0.739252
348,It's really too early to tell and go into any of the details of that testing.,LABEL_1,1,LABEL_1,0.484919,0.500023,-0.009953,0.738265
349,Okay.,LABEL_2,2,LABEL_2,0.770136,0.924145,0.848289,0.736869
350,Yes.,LABEL_2,2,LABEL_2,0.88602,0.962387,0.924773,0.739339
351,And the question related to ROIC and how we look at just overall our business and where do we see early signs that are encouraging?,LABEL_1,1,LABEL_1,0.472538,0.495938,-0.018125,0.717543
352,So first I would say it's not just early signs because we're seeing returns obviously in the cloud business.,LABEL_2,2,LABEL_2,0.526566,0.843767,0.687533,0.734756
353,You've heard us talk about the fact that we already are generating billions of dollars from AI in the quarter and.,LABEL_2,2,LABEL_2,0.907486,0.96947,0.938941,0.735086
354,But then across the board we have a rigorous framework and approach by which we evaluate these long term investments that are meant to do two things.,LABEL_2,2,LABEL_2,0.883097,0.961422,0.922844,0.758165
355,"One is to ensure we have, we build a resilient growth profile for the company, but also that we meet the demand of the customers that we have here in the, in the more near and midterm.",LABEL_2,2,LABEL_2,0.812451,0.938109,0.876218,0.756699
356,So we look at it across the business.,LABEL_1,1,LABEL_1,0.637231,0.550286,0.090573,0.758852
357,"We evaluate the potential return for each one of them, whether it's in cloud.",LABEL_1,1,LABEL_1,0.542779,0.519117,0.028234,0.741025
358,"And I think that's more visible obviously externally, given that you see the revenue generated and the fact that we're unable to meet at this point customer demand, we have more demand than we have supplied in our ads business.",LABEL_2,2,LABEL_2,0.904962,0.968638,0.937275,0.764938
359,"You see the fact that we're investing to transform search, as you heard from Philip and Sunda with AIO and AI Mode.",LABEL_2,2,LABEL_2,0.587201,0.863776,0.727553,0.762816
360,So we're excited to see what our investments are.,LABEL_2,2,LABEL_2,0.920168,0.973655,0.947311,0.785508
361,Investors are helping Advertisers as well.,LABEL_2,2,LABEL_2,0.555141,0.853197,0.706393,0.780457
362,YouTube where it's helping power recommendations.,LABEL_2,2,LABEL_2,0.819856,0.940553,0.881105,0.782465
363,"So when we make a decision on investment in the long term, we go through a very rigorous process of assessing what the return could be and over what time frame we will see that return to give us the high level of confidence to then invest and make those investments for the long term.",LABEL_2,2,LABEL_2,0.974954,0.991735,0.98347,0.806698
364,So it's a very rigorous approach.,LABEL_2,2,LABEL_2,0.643238,0.882269,0.764537,0.826292
365,Thanks.,LABEL_1,1,LABEL_1,0.455729,0.49039,-0.029219,0.802691
366,Our next question comes from Ross Sandler with Barclays.,LABEL_1,1,LABEL_1,0.489998,0.501699,-0.006601,0.781181
367,Your line is now open.,LABEL_2,2,LABEL_2,0.623188,0.875652,0.751304,0.800311
368,Great.,LABEL_2,2,LABEL_2,0.657788,0.88707,0.77414,0.819664
369,About 20% of Google's search queries are commercial historically and you've talked a bunch on this call about how AI overviews are kind of expanding the breadth of queries.,LABEL_2,2,LABEL_2,0.968478,0.989598,0.979195,0.822936
370,Could you talk about how new products on the monetization side like AI Max are potentially increasing the percent of commercial queries?,LABEL_1,1,LABEL_1,0.476281,0.497173,-0.015655,0.799676
371,"So look, AI Max and I mentioned this in my call before, improves the ability for advertisers to target a wider range of queries.",LABEL_2,2,LABEL_2,0.763792,0.922051,0.844103,0.820981
372,"Separately, there is the question of whether queries actually increase with AI Mode.",LABEL_2,2,LABEL_2,0.694888,0.899313,0.798626,0.823759
373,And Sundar actually talked about it and mentioned the opportunity that he sees here.,LABEL_2,2,LABEL_2,0.853002,0.951491,0.902981,0.82286
374,So I think it's important to separate those two things.,LABEL_1,1,LABEL_1,0.582005,0.532062,0.054123,0.801392
