sentence_index,sentence_text,raw_label,label_id,label_name,score,specificity_0_1,specificity_-1_1,ma_specificity_0_1
185,Google Services operating income increased 9% to $33.5 billion.,LABEL_1,1,LABEL_1,0.400954,0.472315,-0.06537,0.674303
186,Operating margin declined year over year to 38.5% as healthy revenue growth and continued efficiencies in our expense base were offset by the impact of the EC fine which was fully reflected in the Google Services segment.,LABEL_2,2,LABEL_2,0.459049,0.821486,0.642972,0.674774
187,Turning to the Google Cloud segment which again delivered very strong results this quarter as Cloud continued to benefit from our enterprise AI optimized stack including our own custom TPUs and our industry leading AI models.,LABEL_0,0,LABEL_0,0.386186,0.127441,-0.745118,0.640214
188,Cloud revenue increased by 34% to $15.2 billion in the third quarter driven by strong performance in GCP which continued to grow at a rate that was much higher than Cloud's overall revenue growth rate.,LABEL_2,2,LABEL_2,0.624607,0.87612,0.752241,0.66087
189,GCP's growth was driven by enterprise AI products which are generating billions in quarterly revenue.,LABEL_2,2,LABEL_2,0.385582,0.797242,0.594484,0.660043
190,We had strong growth in enterprise AI infrastructure and enterprise AI solutions which benefited from demand for our industry leading models including Gemini 2.5 Core.,LABEL_2,2,LABEL_2,0.491821,0.832301,0.664602,0.676945
191,GCP was also a meaningful contributor to growth and we had double digit growth in workspace which was driven by an increase in average revenues per seat and the number of seats.,LABEL_2,2,LABEL_2,0.633761,0.879141,0.758282,0.679015
192,Cloud operating income increased by 85% to $3.6 billion and operating margin increased from 17.1% in the third quarter last year to 23.7% this quarter.,LABEL_2,2,LABEL_2,0.565678,0.856674,0.713348,0.681867
193,"The expansion in cloud operating margin was driven by strong revenue performance and continued efficiencies in our expense base, partially offset by higher technical infrastructure usage cost, which includes depreciation expense and other operations costs such as Energy.",LABEL_2,2,LABEL_2,0.475231,0.826826,0.653652,0.682389
194,"Google Cloud's backlog increased 46% sequentially and 82% year over year, reaching $155 billion at the end of the third quarter.",LABEL_1,1,LABEL_1,0.424442,0.480066,-0.049868,0.667056
195,The increase was driven primarily by strong demand for enterprise AI.,LABEL_2,2,LABEL_2,0.441046,0.815545,0.631091,0.666844
196,"As Sundar mentioned earlier, Cloud has signed more billion dollar deals in the first nine months of 2025 than in the past two years combined.",LABEL_1,1,LABEL_1,0.421797,0.479193,-0.051614,0.650062
197,"In other bets, revenues were $344 million and operating loss was $1.4 billion in the third quarter.",LABEL_1,1,LABEL_1,0.394779,0.470277,-0.069446,0.650166
198,"Within other bets, we continue to allocate more resources to businesses like Waymo where we see opportunities to create substantial value.",LABEL_1,1,LABEL_1,0.452701,0.489391,-0.031218,0.635462
199,"With respect to CapEx, in the third quarter our CapEx was $24 billion.",LABEL_2,2,LABEL_2,0.516049,0.840296,0.680592,0.653271
200,"The vast majority of our CapEx was invested in technical infrastructure, with approximately 60% of that investment in servers and 40% in data centers and networking equipment.",LABEL_2,2,LABEL_2,0.431698,0.81246,0.624921,0.654745
201,"In Q3, we returned capital to shareholders through repurchases of stock of $11.5 billion and dividend payments of $2.5 billion.",LABEL_2,2,LABEL_2,0.345405,0.783984,0.567967,0.670077
202,"Turning to our outlook, I would like to provide some commentary on factors that will impact our business performance in the fourth quarter of 2025, as well as an updated outlook for CapEx for the year.",LABEL_0,0,LABEL_0,0.48021,0.158469,-0.683062,0.654157
203,"First, in terms of revenues, we're pleased with the overall momentum of our business.",LABEL_0,0,LABEL_0,0.584221,0.192793,-0.614414,0.640893
204,"At the current spot rates, we could see an FX tailwind to our revenues in Q4.",LABEL_1,1,LABEL_1,0.482975,0.499382,-0.011236,0.62557
205,"However, the volatility in exchange rates could affect the impact ofFX on Q4 revenues.",LABEL_0,0,LABEL_0,0.436974,0.144201,-0.711597,0.609164
206,"As for our segments in Google services, year over year comparisons in advertising will be negatively impacted by the strong spend on US elections in the fourth quarter of 2024, particularly on YouTube.",LABEL_1,1,LABEL_1,0.447095,0.487541,-0.034917,0.592467
207,"In cloud, demand for our products remains high as evidenced by the accelerating revenue growth and the $49 billion sequential increase in cloud backlog in Q3.",LABEL_1,1,LABEL_1,0.432886,0.482852,-0.044295,0.610238
208,"In GCP, we see strong demand for enterprise AI infrastructure including TPUs and GPUs, enterprise AI solutions driven by demand for Gemini 2.5 and our other AI models and core GCP infrastructure and other services such as cybersecurity and data analytics.",LABEL_2,2,LABEL_2,0.578035,0.860751,0.721503,0.609469
209,"As I've mentioned on previous earnings calls, while we have been working hard to increase capacity and have improved the pace of server deployments and data center construction, we still expect to remain in a tight demand supply environment in Q4 and 2026.",LABEL_1,1,LABEL_1,0.755135,0.589194,0.168389,0.599067
210,Moving to investments we're continuing to invest aggressively due to the demand we're experiencing from cloud customers as well as the growth opportunities we see across the company.,LABEL_1,1,LABEL_1,0.382246,0.466141,-0.077718,0.580759
211,"We now expect CapEx to be in the range of $91 billion to $93 billion in 2025, up from our previous estimate of $85 billion.",LABEL_2,2,LABEL_2,0.474988,0.826746,0.653492,0.578139
212,Keeping in mind that the timing of cash payments can cause variability in the reported CapEx number.,LABEL_0,0,LABEL_0,0.434326,0.143328,-0.713345,0.542472
213,"Looking out to 2026, we expect a significant increase in CapEx and will provide more detail on our fourth quarter earnings call in terms of expenses.",LABEL_0,0,LABEL_0,0.435609,0.143751,-0.712498,0.508318
214,"First, as I've mentioned on previous earnings calls, the significant increase in our investments in technical infrastructure will continue to put pressure on the P and L in the form of higher depreciation expenses and and related data center operations costs such as energy.",LABEL_0,0,LABEL_0,0.434118,0.143259,-0.713482,0.491478
215,"In the third quarter, depreciation increased 1.6 billion year over year to $5.6 billion, reflecting a growth rate of 41%.",LABEL_2,2,LABEL_2,0.430331,0.812009,0.624019,0.491301
216,"Given the overall increase in CapEx investments, we expect the growth rate and depreciation to accelerate slightly in Q4.",LABEL_2,2,LABEL_2,0.545357,0.849968,0.699936,0.50984
217,"Second, we expect sales and marketing expenses to be more heavily weighted to the end of the year, in part to support product launches and the holiday season.",LABEL_0,0,LABEL_0,0.42172,0.139168,-0.721665,0.493284
218,"Q3 was a strong quarter and we're excited with the adoption of our AI products, helped by a rapid pace of innovation and great execution by our teams.",LABEL_1,1,LABEL_1,0.486697,0.50061,-0.00878,0.493845
219,"This translated into strong Momentum in search, YouTube ads, subscription platforms and devices and cloud, resulting in our first hundred billion dollar plus quarter.",LABEL_2,2,LABEL_2,0.486592,0.830575,0.661151,0.493359
220,"Now Sundar, Philip and I will now take your questions.",LABEL_0,0,LABEL_0,0.503681,0.166215,-0.66757,0.461047
221,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.429697
222,"As a reminder to ask a question, you will need to press star1 on your telephone to prevent any background noise.",LABEL_0,0,LABEL_0,0.514125,0.169661,-0.660677,0.430256
223,We ask that you please mute your line once your question has been stated.,LABEL_0,0,LABEL_0,0.570839,0.188377,-0.623246,0.430035
224,Our first question comes from Brian Nowak with Morgan Stanley.,LABEL_1,1,LABEL_1,0.495309,0.503452,-0.003096,0.430239
225,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.448844
226,Great.,LABEL_1,1,LABEL_1,0.611736,0.541873,0.073746,0.451561
227,Thanks for taking my questions everyone.,LABEL_0,0,LABEL_0,0.593189,0.195752,-0.608495,0.437206
228,"The first one maybe for for Philip or Sundar, it's on agentic e commerce and agentic travel.",LABEL_0,0,LABEL_0,0.694408,0.229155,-0.541691,0.405626
229,There's a lot of external Wall street discussion about agentic e commerce potentially monetizing at a lower rate than search.,LABEL_1,1,LABEL_1,0.513926,0.509596,0.009191,0.401646
230,So the question is what factors are you most focused on to sort of ensure a smooth transition for your search business and for your advertisers as you move over to a more agentic world?,LABEL_0,0,LABEL_0,0.717401,0.236742,-0.526515,0.390176
231,"And the second one, Sundar, is on Waymo.",LABEL_0,0,LABEL_0,0.508443,0.167786,-0.664428,0.357228
232,"How far are we from an integration of Waymo into more of the core Gemini capabilities and the users in the platform, taking your user data of where I'm going, what hotel I'm staying at, what airport I'm staying at and have me integrate that into Waymo.",LABEL_0,0,LABEL_0,0.64837,0.213962,-0.572076,0.36076
233,You can actually have users use their profiles to pre schedule Waymos.,LABEL_0,0,LABEL_0,0.475934,0.157058,-0.685883,0.361425
234,How far off is that?,LABEL_1,1,LABEL_1,0.605738,0.539894,0.069787,0.381257
235,What do we have to do?,LABEL_0,0,LABEL_0,0.525383,0.173377,-0.653247,0.349325
236,"Hello Brian, great question.",LABEL_1,1,LABEL_1,0.551531,0.522005,0.034011,0.332927
237,This is all early but we see agentic experiences really as additive to the way people seek information.,LABEL_1,1,LABEL_1,0.458488,0.491301,-0.027398,0.350534
238,"It helps us answer people's tough questions, it helps people get stuff done and it helps businesses in the process.",LABEL_0,0,LABEL_0,0.491589,0.162224,-0.675552,0.333615
239,"And we're working on multiple agentic experiences across key verticals such as travel, commerce, shopping and so on.",LABEL_1,1,LABEL_1,0.482793,0.499322,-0.011356,0.317052
240,"And we're paying a lot of attention to creating a seamless user experience, but also to the fact that we need to integrate different partner ecosystems in a way that creates value for them.",LABEL_0,0,LABEL_0,0.569076,0.187795,-0.62441,0.318131
241,"And by the way, we're also working closely with a lot of our partners on the other side throughout cloud services to improve their own agentic experiences.",LABEL_1,1,LABEL_1,0.505998,0.506979,0.003958,0.335631
242,And so maybe we go a little deeper on the shopping side where we actually use AI already very actively to improve the shopping experience.,LABEL_0,0,LABEL_0,0.686739,0.226624,-0.546752,0.338479
243,"As you know, we launched a more visual experience on AI mode that gives people a much more intuitive conversational way to shop.",LABEL_0,0,LABEL_0,0.421005,0.138932,-0.722136,0.336007
244,You can simply describe what you're looking for now like the way you would talk to a friend and we'll show you the visual shopping results.,LABEL_0,0,LABEL_0,0.65864,0.217351,-0.565297,0.321702
245,And then we think about building an agentix shopping future and it has to be one again that benefits both users and merchants here.,LABEL_0,0,LABEL_0,0.684209,0.225789,-0.548422,0.307176
246,And you know that AIO we also introduced new agentic checkout which will let shoppers use like agentic AI to buy products from merchant sites and so on.,LABEL_1,1,LABEL_1,0.399771,0.471924,-0.066151,0.303678
247,We have a partnership with PayPal to help merchants build agentic commerce experiences.,LABEL_0,0,LABEL_0,0.438206,0.144608,-0.710784,0.301121
248,We have a new open protocols for agent to agent transactions and so on and so on.,LABEL_1,1,LABEL_1,0.510068,0.508323,0.006645,0.31508
249,"And Brian, on Waymo, great question was reflecting I think on the exact same topic.",LABEL_0,0,LABEL_0,0.705406,0.232784,-0.534432,0.301239
250,I'm scheduled to meet with the team to do a review on it in a few weeks out.,LABEL_0,0,LABEL_0,0.474568,0.156607,-0.686785,0.297232
251,"Look, it is an exciting time, way more clearly scaling up, particularly in 2026.",LABEL_0,0,LABEL_0,0.475762,0.157002,-0.685997,0.296693
252,"I think the possibility as you said of Gemini, particularly with the multimodal experience as well as services like YouTube, I think there's a real opportunity to make the in car experience dramatically better.",LABEL_0,0,LABEL_0,0.481245,0.158811,-0.682378,0.293935
253,Definitely something we are excited about.,LABEL_1,1,LABEL_1,0.610137,0.541345,0.07269,0.31315
254,And you'll see Newer experiences in 2026 for sure.,LABEL_0,0,LABEL_0,0.528219,0.174312,-0.651375,0.294871
255,"Great, thank you both.",LABEL_0,0,LABEL_0,0.482507,0.159227,-0.681545,0.294163
256,Our next question comes from Doug Anuth with JP Morgan.,LABEL_1,1,LABEL_1,0.548156,0.520891,0.031783,0.294108
257,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.295358
258,Thanks for taking the questions Philip.,LABEL_0,0,LABEL_0,0.638865,0.210826,-0.578349,0.297788
259,"Maybe you can just talk more about some of the drivers of the Core search strength and I guess in particular when you think about AI overviews and AI mode, we know that query growth is accelerating but can you help us understand from there kind of what happens in terms of clicks per query and conversion rates and pricing in these AI driven search formats?",LABEL_1,1,LABEL_1,0.509516,0.50814,0.00628,0.298229
260,And then anat can you talk about where you see opportunities in the core cost space as you look to make room to absorb the rapid growth in infrastructure and depreciation going forward.,LABEL_0,0,LABEL_0,0.70825,0.233722,-0.532555,0.300525
261,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.283306
262,So let me give you a bit of vertical color first in Q3 search and other revenues again delivered growth across all major vertical as we said it was from retail and financial services.,LABEL_1,1,LABEL_1,0.367833,0.461385,-0.087231,0.295044
263,Healthcare was also a contributor to the growth here.,LABEL_1,1,LABEL_1,0.48136,0.498849,-0.012302,0.313039
264,"Our new AI experiences you mentioned them overviews AI mode continued to drive growth in overall queries, including commercial queries, really creating more opportunities for monetization.",LABEL_2,2,LABEL_2,0.367823,0.791382,0.582763,0.341741
265,AI overviews are scaling up and are working for our entire user base.,LABEL_1,1,LABEL_1,0.471229,0.495505,-0.018989,0.355227
266,"We're now scaled to over 2 billion users here and we're continuing to expand ads in AI overviews in English to more countries across desktop, mobile and so on.",LABEL_2,2,LABEL_2,0.418498,0.808104,0.616209,0.372036
267,"And as I've shared before for AI overviews, even at our current baseline of ads below and within the AI's response overall we see the monetization at approximately the same rate.",LABEL_2,2,LABEL_2,0.505906,0.836949,0.673898,0.406653
268,So over time we're excited about the opportunity of richer experiences in AI mode and AI overviews to basically open up then the opportunity for also much richer placements.,LABEL_1,1,LABEL_1,0.440319,0.485305,-0.039389,0.405502
269,"And I think as I've said on a prior call, we managed a business to drive great outcomes for our users and an attractive ROI for advertisers.",LABEL_0,0,LABEL_0,0.471311,0.155533,-0.688935,0.401639
270,"We don't really manage to paid clicks and CPC targets, but as you will see in the 10Q, paid clicks were up 7% year on year and CPCs were up 7% year on year.",LABEL_2,2,LABEL_2,0.749608,0.91737,0.834741,0.439678
271,Doug and to your question around where else can we see more opportunity for efficiency and productivity?,LABEL_1,1,LABEL_1,0.530133,0.514944,0.019888,0.457575
272,"And I think you heard me say before, this is not a one time type of effort but rather an ongoing way in which we manage the business.",LABEL_0,0,LABEL_0,0.522145,0.172308,-0.655385,0.45825
273,"And the key here is that the more we drive productivity across our business, the more we can invest in the business for growth and obviously continue to drive improvement in the P and L.",LABEL_0,0,LABEL_0,0.479901,0.158367,-0.683265,0.439101
274,"Some of the areas are things that you've heard us talk about in the past such as moderating the pace of headcount growth, optimizing real estate footprint, but also as we invest more and more in our technical infrastructure, ensuring that we are optimizing that build out and the overall technical infrastructure we have.",LABEL_1,1,LABEL_1,0.489707,0.501603,-0.006794,0.455465
275,You know that a lot of the data centers for Example that we build ourselves so they're optimized and we make sure we do them in the most efficient way.,LABEL_0,0,LABEL_0,0.502304,0.16576,-0.668479,0.455792
276,"Sundar mentioned on one of the previous calls the productivity associated with leveraging AI for Google as the example, the percent of code now nearly half of all code generated by AI.",LABEL_2,2,LABEL_2,0.581477,0.861887,0.723775,0.472842
277,That's a way for us to leverage AI to drive further productivity across the business.,LABEL_0,0,LABEL_0,0.457302,0.15091,-0.698181,0.454572
278,Obviously we always look at making sure that when we provide services or products that we get the right economics and the right value for what we provide.,LABEL_1,1,LABEL_1,0.475797,0.497013,-0.015974,0.468881
279,So one good example is Shorts which has a lower revenue share than in stream that helps to improve some of our gross margins.,LABEL_1,1,LABEL_1,0.56356,0.525975,0.04195,0.469773
280,So this is an effort we have ongoing I've mentioned in the past that we have a headwind with depreciation obviously increasing alongside our capex increase.,LABEL_1,1,LABEL_1,0.460229,0.491875,-0.026249,0.48268
281,So we have efforts across the organization to ensure we run the business in the most disciplined and productive way while continue to invest for future growth.,LABEL_1,1,LABEL_1,0.501214,0.505401,0.000801,0.499821
282,Thank you both.,LABEL_0,0,LABEL_0,0.499479,0.164828,-0.670344,0.484993
283,Our next question comes from Eric Sheridan with Goldman Sachs.,LABEL_1,1,LABEL_1,0.563181,0.52585,0.041699,0.486343
284,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.47259
285,Thank you so much for taking the questions.,LABEL_0,0,LABEL_0,0.616455,0.20343,-0.59314,0.457986
286,"Maybe two if I could Sumner, when you think about your custom silicon efforts across the organization, can you reflect a little bit about the opportunity set you see with each passing generation of custom silicon, both in terms of driving operations, operating efficiencies inside the organization and potentially increased monetization efforts around those outside of the organization?",LABEL_0,0,LABEL_0,0.538169,0.177596,-0.644808,0.426461
287,Second question would be for Philip.,LABEL_0,0,LABEL_0,0.566556,0.186963,-0.626073,0.393961
288,Obviously we can see the YouTube advertising revenue number and the reported results.,LABEL_0,0,LABEL_0,0.54941,0.181305,-0.637389,0.378761
289,Can you reflect a little bit about the scaling of the subscription side of YouTube offerings and how the two parts together maybe represent an interesting framework and thinking about the monetization side of YouTube increasingly being a mix of both ads and subscription.,LABEL_0,0,LABEL_0,0.693977,0.229012,-0.541975,0.382435
290,Thank you Eric.,LABEL_0,0,LABEL_0,0.520857,0.171883,-0.656235,0.345161
291,Overall I would say we are seeing substantial demand for our AI infrastructure products including TPU based and GPU based solutions.,LABEL_1,1,LABEL_1,0.659025,0.557478,0.104957,0.347288
292,It is one of the key drivers of our growth over the past year and I think on a going forward basis I think we continue to see very strong demand and we are investing to meet that.,LABEL_1,1,LABEL_1,0.66148,0.558289,0.106577,0.366587
293,I do think a big part of what differentiates Google Cloud effectively.,LABEL_0,0,LABEL_0,0.478991,0.158067,-0.683866,0.366572
294,"We've taken a full, deep, full stack approach to AI and that really plays out.",LABEL_0,0,LABEL_0,0.447093,0.147541,-0.704918,0.348869
295,We are the only hyperscaler who's really building offerings on our own models and we are also highly differentiated on our own technology.,LABEL_1,1,LABEL_1,0.615712,0.543185,0.07637,0.36774
296,"So to your question, I think that does give us the opportunity to continue driving growth in operating margins in cloud as we have done in the past and also I think from a revenue sets the infrastructure portion of our business to be a growth driver looking ahead as well.",LABEL_0,0,LABEL_0,0.495648,0.163564,-0.672872,0.332824
297,"And to the second part of your question, look, just taking a quick step back.",LABEL_0,0,LABEL_0,0.68231,0.225162,-0.549675,0.336536
298,"You know, we often describe YouTube's business as a flywheel.",LABEL_0,0,LABEL_0,0.58092,0.191704,-0.616593,0.321271
299,Obviously it first all starts with the creators and we have significantly invested here to be the place that YouTube creators really call their home.,LABEL_0,0,LABEL_0,0.538064,0.177561,-0.644877,0.30385
300,"That's a big piece of it, the number one piece, viewers.",LABEL_1,1,LABEL_1,0.495277,0.503441,-0.003117,0.304429
301,"Of course, YouTube has billions of monthly logged in users and everyday people watch billions of hours of video.",LABEL_0,0,LABEL_0,0.363853,0.120071,-0.759857,0.285162
302,And we talked about how our recommendation systems are driving robust watch time growth and so on and so on.,LABEL_0,0,LABEL_0,0.484256,0.159805,-0.680391,0.284911
303,"So on the monetization side, YouTube's business is really powered, I would say on a, let's call it a twin engine monetization strategy.",LABEL_0,0,LABEL_0,0.522928,0.172566,-0.654867,0.267247
304,Combining its advertising business and its growing subscription services.,LABEL_0,0,LABEL_0,0.426823,0.140852,-0.718297,0.248474
305,Both YouTube ads and subscriptions saw strong growth this quarter.,LABEL_1,1,LABEL_1,0.491856,0.502312,-0.005375,0.263418
306,"And so looking at YouTube Music and Premium users are on average delivering more value to creators, to music Media partners and YouTube itself than even ad supported users do.",LABEL_0,0,LABEL_0,0.524152,0.17297,-0.65406,0.263187
307,"So in other words, on average a YouTube music and premium subscriber generates a meaningful high gross profit than they were simply an ad supported users and fans come from all over the world.",LABEL_0,0,LABEL_0,0.441327,0.145638,-0.708724,0.26112
308,You know this and this engagement through ads and subscription generates YouTube's revenues and funds what I started with these creators here.,LABEL_0,0,LABEL_0,0.57183,0.188704,-0.622592,0.26149
309,And this then drives more viewership and engagement and so on.,LABEL_0,0,LABEL_0,0.466044,0.153795,-0.692411,0.257729
310,And that's the flywheel.,LABEL_0,0,LABEL_0,0.498061,0.16436,-0.67128,0.257353
311,And so our priority continues like this growth cycle.,LABEL_1,1,LABEL_1,0.522306,0.512361,0.014722,0.255097
312,We're happy with this twin engine monetization strategy.,LABEL_1,1,LABEL_1,0.495827,0.503623,-0.002754,0.252364
313,Our next question comes from Mark Shmalik with Bernstein.,LABEL_1,1,LABEL_1,0.536753,0.517129,0.024257,0.270317
314,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.288756
315,"Yes, thanks for taking the questions, Sundar.",LABEL_0,0,LABEL_0,0.543443,0.179336,-0.641328,0.270563
316,"With the strong adoption of Gemini AI mode and overviews across the user base, are there any meaningful differences to call out kind of around the behavior and depth of engagement for those users across the entire Google ecosystem?",LABEL_1,1,LABEL_1,0.514029,0.50963,0.009259,0.287867
317,"And then Philip, I know we kind of asked this most quarters, but I'm curious, kind of with some of the adoption you've seen around AI overviews and mode, you know, how you see the economics of search evolving with the higher commercial and total query volume and how it kind of compares against the incremental cost to deliver these results.",LABEL_0,0,LABEL_0,0.587683,0.193935,-0.612129,0.286305
318,"Thank you, Mark.",LABEL_0,0,LABEL_0,0.519905,0.171569,-0.656863,0.285298
319,"Look, I think obviously aioviews are a natural part of the Google experience.",LABEL_1,1,LABEL_1,0.496189,0.503742,-0.002515,0.301607
320,"And so, you know, engagement is very, very high.",LABEL_0,0,LABEL_0,0.535973,0.176871,-0.646258,0.285279
321,"I would say AI mode, you have a varied cohorts that are people who are casual users who are checking it out.",LABEL_0,0,LABEL_0,0.523412,0.172726,-0.654548,0.287912
322,But there's a core group which really likes AI more and is passionate about it.,LABEL_0,0,LABEL_0,0.602798,0.198923,-0.602153,0.289868
323,"You see the early adopters, the product is resonating very strongly and they are seeking it out.",LABEL_1,1,LABEL_1,0.719941,0.57758,0.145161,0.310118
324,I think that's how I would highlight the difference with Gemini.,LABEL_0,0,LABEL_0,0.591151,0.19508,-0.60984,0.31283
325,"Again, engaged user base who are seeking out the product and so on.",LABEL_1,1,LABEL_1,0.506837,0.507256,0.004512,0.313077
326,"But across the board, I think, you know, the trajectory has been we are definitely seeing in each of those use cases a set of early adopters and then more people coming in and the people who are using it continue to use it more over time and report high user satisfaction.",LABEL_1,1,LABEL_1,0.416976,0.477602,-0.054796,0.328309
327,So I would say the underlying product metrics now are pretty encouraging to see as well.,LABEL_1,1,LABEL_1,0.482531,0.499235,-0.011529,0.345988
328,Look into the second part of your question.,LABEL_0,0,LABEL_0,0.554501,0.182985,-0.63403,0.345702
329,"I think we covered before Sundar covered the query development and as I've just said before for the overviews, even at our current baseline of ads.",LABEL_0,0,LABEL_0,0.466394,0.15391,-0.69218,0.345708
330,Right.,LABEL_1,1,LABEL_1,0.608096,0.540672,0.071343,0.364524
331,"Whether above, below and within the AI response overall we see the monetization at approximately the same rate and this is a great baseline for further innovation.",LABEL_1,1,LABEL_1,0.404082,0.473347,-0.063306,0.362573
332,"We talked about this, we're excited about where this can go.",LABEL_1,1,LABEL_1,0.55533,0.523259,0.036518,0.363555
333,"And on the AI mode side, we're testing ads in AI mode and we'll continue to test and learn before we expand this any further.",LABEL_1,1,LABEL_1,0.489607,0.50157,-0.006859,0.362777
334,"So this in combination with what we mentioned about the commercial query overall development, I think we're in a good place here.",LABEL_1,1,LABEL_1,0.713982,0.575614,0.141228,0.365742
335,"You could also argue that on queries that historically have not been well monetized, we think there's a potential opportunity here where you can obviously imagine that we can build this out with smart AI integration.",LABEL_0,0,LABEL_0,0.521262,0.172017,-0.655967,0.365376
336,Our next question comes from Michael Nathanson with Muffet Nathanson.,LABEL_1,1,LABEL_1,0.597152,0.53706,0.06412,0.366748
337,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.382866
338,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.382417
339,"I have two one for not Philip, it's clear that when people use AI mode, the query length is much longer.",LABEL_0,0,LABEL_0,0.495161,0.163403,-0.673194,0.3654
340,Can you talk about how that longer length may be impacting your ability to drive roas and what you're seeing in terms of some of the early benefits of maybe a longer query length and then or not.,LABEL_0,0,LABEL_0,0.584976,0.193042,-0.613916,0.366209
341,You came to Alphabet from a pharmaceutical company.,LABEL_0,0,LABEL_0,0.48085,0.15868,-0.682639,0.365506
342,You've been there more than a year.,LABEL_0,0,LABEL_0,0.540722,0.178438,-0.643124,0.364482
343,You talk a bit about how you're working to look at ROIC internally and what early signs are you seeing that gives you confidence that this spending is really driving better returns longer term?,LABEL_0,0,LABEL_0,0.597471,0.197165,-0.605669,0.345461
344,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.343837
345,"Look, as Sundar shared, AI mode now has over like 75 million daily active users in the US and we see strong and consistent week over growth in usage since launch and the queries doubled over the quarter.",LABEL_2,2,LABEL_2,0.471528,0.825604,0.651209,0.359754
346,"And as I also mentioned, we're testing ads in AI mode.",LABEL_1,1,LABEL_1,0.59293,0.535667,0.061334,0.362657
347,We'll continue to test before we expand any further.,LABEL_1,1,LABEL_1,0.533093,0.515921,0.021841,0.363491
348,It's really too early to tell and go into any of the details of that testing.,LABEL_0,0,LABEL_0,0.494001,0.16302,-0.673959,0.362493
349,Okay.,LABEL_1,1,LABEL_1,0.602363,0.53878,0.067559,0.381737
350,Yes.,LABEL_1,1,LABEL_1,0.680422,0.564539,0.119079,0.38293
351,And the question related to ROIC and how we look at just overall our business and where do we see early signs that are encouraging?,LABEL_0,0,LABEL_0,0.565623,0.186656,-0.626689,0.368596
352,So first I would say it's not just early signs because we're seeing returns obviously in the cloud business.,LABEL_0,0,LABEL_0,0.661898,0.218426,-0.563147,0.353354
353,You've heard us talk about the fact that we already are generating billions of dollars from AI in the quarter and.,LABEL_0,0,LABEL_0,0.544767,0.179773,-0.640453,0.337264
354,But then across the board we have a rigorous framework and approach by which we evaluate these long term investments that are meant to do two things.,LABEL_0,0,LABEL_0,0.54161,0.178731,-0.642538,0.31742
355,"One is to ensure we have, we build a resilient growth profile for the company, but also that we meet the demand of the customers that we have here in the, in the more near and midterm.",LABEL_0,0,LABEL_0,0.540965,0.178518,-0.642963,0.317745
356,So we look at it across the business.,LABEL_0,0,LABEL_0,0.470254,0.155184,-0.689633,0.298651
357,"We evaluate the potential return for each one of them, whether it's in cloud.",LABEL_1,1,LABEL_1,0.521919,0.512233,0.014467,0.298447
358,"And I think that's more visible obviously externally, given that you see the revenue generated and the fact that we're unable to meet at this point customer demand, we have more demand than we have supplied in our ads business.",LABEL_1,1,LABEL_1,0.609879,0.54126,0.07252,0.317381
359,"You see the fact that we're investing to transform search, as you heard from Philip and Sunda with AIO and AI Mode.",LABEL_0,0,LABEL_0,0.532032,0.175571,-0.648859,0.31799
360,So we're excited to see what our investments are.,LABEL_1,1,LABEL_1,0.546343,0.520293,0.030587,0.334352
361,Investors are helping Advertisers as well.,LABEL_0,0,LABEL_0,0.499662,0.164888,-0.670223,0.334663
362,YouTube where it's helping power recommendations.,LABEL_0,0,LABEL_0,0.430177,0.141958,-0.716083,0.332839
363,"So when we make a decision on investment in the long term, we go through a very rigorous process of assessing what the return could be and over what time frame we will see that return to give us the high level of confidence to then invest and make those investments for the long term.",LABEL_1,1,LABEL_1,0.394371,0.470143,-0.069715,0.346487
364,So it's a very rigorous approach.,LABEL_0,0,LABEL_0,0.516705,0.170513,-0.658974,0.346884
365,Thanks.,LABEL_0,0,LABEL_0,0.492672,0.162582,-0.674836,0.313733
366,Our next question comes from Ross Sandler with Barclays.,LABEL_1,1,LABEL_1,0.522532,0.512436,0.014871,0.312571
367,Your line is now open.,LABEL_1,1,LABEL_1,0.534275,0.516311,0.022621,0.312591
368,Great.,LABEL_1,1,LABEL_1,0.611736,0.541873,0.073746,0.331533
369,About 20% of Google's search queries are commercial historically and you've talked a bunch on this call about how AI overviews are kind of expanding the breadth of queries.,LABEL_0,0,LABEL_0,0.546757,0.18043,-0.63914,0.313616
370,Could you talk about how new products on the monetization side like AI Max are potentially increasing the percent of commercial queries?,LABEL_0,0,LABEL_0,0.561411,0.185265,-0.629469,0.294652
371,"So look, AI Max and I mentioned this in my call before, improves the ability for advertisers to target a wider range of queries.",LABEL_0,0,LABEL_0,0.493775,0.162946,-0.674108,0.293467
