sentence_index,sentence_text,raw_label,label_id,label_name,score,specificity_0_1,specificity_-1_1,ma_specificity_0_1
191,"While wage investments will pressure profit at Sam's for a couple of quarters, we're pleased with the member response tied to increased renewals as well as the improvement in associate turnover.",LABEL_1,1,LABEL_1,0.589556,0.534554,0.059107,0.594139
192,"We're continuing to optimize our business to deliver greater efficiency, and we're committed to balancing ongoing investments with improved returns for customers, associates and shareholders.",LABEL_1,1,LABEL_1,0.433512,0.483059,-0.043882,0.593023
193,"Our business model provides the ability to fund wage investments for associates and price investments for customers, while also delivering on our financial framework.",LABEL_2,2,LABEL_2,0.348865,0.785125,0.570251,0.625378
194,"Summarizing the quarter, in constant currency, sales grew over 5% and adjusted operating income grew more than 9%, both exceeding the upper bound of our guided ranges.",LABEL_2,2,LABEL_2,0.632647,0.878773,0.757547,0.629137
195,Adjusted EPS of $0.66 compared favorably to our expectations and reflected strong underlying business performance and lower tax expense.,LABEL_1,1,LABEL_1,0.383019,0.466396,-0.077208,0.61179
196,Reported EPS included headwinds of approximately $0.01 from currency and nearly $0.01 from costs related to the acquisition of VIZIO.,LABEL_1,1,LABEL_1,0.376608,0.464281,-0.081438,0.611055
197,Now let me turn to guidance.,LABEL_0,0,LABEL_0,0.541278,0.178622,-0.642756,0.595485
198,"We've been operating in a highly dynamic backdrop for several years, and we expect this year to be no different.",LABEL_1,1,LABEL_1,0.556096,0.523512,0.037024,0.577499
199,"Our outlook assumes a relatively stable macroeconomic environment, but acknowledges that there are still uncertainties related to consumer behavior and global economic and geopolitical conditions.",LABEL_1,1,LABEL_1,0.576421,0.530219,0.050438,0.563527
200,"As a result, we've taken a similar approach to our initial guidance view for the year as we have in the past couple of years, balancing known risk with what we can control.",LABEL_1,1,LABEL_1,0.4772,0.497476,-0.015048,0.54712
201,"We remain confident that Walmart is well positioned to navigate as it has over the last several years, while continuing to deliver value for customers and shareholders alike.",LABEL_1,1,LABEL_1,0.447698,0.48774,-0.034519,0.528373
202,"For fiscal year 2026, we expect consolidated net sales growth of approximately 3% to 4%, including the negative impact from lapping leap year and the favorable contribution from VIZIO sales.",LABEL_2,2,LABEL_2,0.474882,0.826711,0.653422,0.529919
203,"Operating income is projected to grow faster than sales at 3.5% to 5.5%, including 150 basis points of negative impacts for the VIZIO acquisition related to integration investments and transition costs, as well as from lapping leap year.",LABEL_2,2,LABEL_2,0.577858,0.860693,0.721386,0.548171
204,Adjusted EPS is expected to be in the range of $2.50 to $2.60.,LABEL_1,1,LABEL_1,0.347965,0.454828,-0.100343,0.546601
205,This includes a headwind from currency of approximately $0.05 per share and a higher effective tax rate compared to last year.,LABEL_1,1,LABEL_1,0.418671,0.478162,-0.053677,0.546349
206,"Recall that we guide sales and operating income growth on constant currency basis, volatility and currency rates had a meaningful impact on last year's results.",LABEL_0,0,LABEL_0,0.473071,0.156114,-0.687773,0.529806
207,"If current exchange rates were to prevail for the full year, we would expect a headwind of approximately 100 basis points to sales growth and approximately 150 basis points to operating income growth, with more significant headwinds in the first half, given the degree of change in exchange rates versus last year.",LABEL_2,2,LABEL_2,0.471931,0.825737,0.651474,0.545787
208,"We expect CapEx to range between 3% and 3.5% of sales, as we invest in technology to optimize our supply chain, remodel stores and open new stores and clubs in both the U.S.",LABEL_1,1,LABEL_1,0.400339,0.472112,-0.065776,0.544422
209,and certain international markets.,LABEL_1,1,LABEL_1,0.489962,0.501687,-0.006625,0.545669
210,"For the first quarter, it's important to note that our year-over-year comparisons can have an outsized impact on quarterly growth rates.",LABEL_0,0,LABEL_0,0.489471,0.161526,-0.676949,0.528366
211,We expect consolidated net sales growth of 3% to 4% in constant currency.,LABEL_2,2,LABEL_2,0.517417,0.840748,0.681496,0.543676
212,"This includes the negative effect of approximately 100 basis points to sales growth from lapping leap year and accounts for the shift in Easter timing from Q1 into Q2 our international portfolio, namely Walmex.",LABEL_1,1,LABEL_1,0.398844,0.471619,-0.066763,0.543104
213,"Operating income is projected to grow 0.5% to 2% in constant currency, including the approximately 70 basis point headwind from the VIZIO acquisition, as well as the 250 basis point headwind to growth from lapping Leap Day.",LABEL_2,2,LABEL_2,0.621195,0.874994,0.749988,0.547597
214,Our operating income guidance also takes into account the Easter timing shift and lapping last year's consumer stimulus timing in Q1 for Walmex.,LABEL_2,2,LABEL_2,0.347075,0.784535,0.569069,0.542886
215,All of these items affect the year-over-year growth rates.,LABEL_1,1,LABEL_1,0.411063,0.475651,-0.058699,0.543348
216,"But let me emphasize, our core business is still performing very strong.",LABEL_1,1,LABEL_1,0.481757,0.49898,-0.012041,0.545083
217,"On a 2-year stack basis, the midpoint of our guidance would suggest operating income growth of 15%.",LABEL_2,2,LABEL_2,0.582115,0.862098,0.724196,0.579257
218,"Reflecting strength and consistency in the underlying business, we expect Enterprise net sales and operating income growth to be relatively consistent across quarters after adjusting for calendar impacts.",LABEL_2,2,LABEL_2,0.38764,0.797921,0.595842,0.592978
219,"Additionally, we expect first half sales and operating income to grow in the range of our full year guidance.",LABEL_0,0,LABEL_0,0.338618,0.111744,-0.776512,0.572054
220,"Notably, if current exchange rates were to stay where they are for the entire first quarter, we would expect a headwind of approximately 150 basis points of sales growth and approximately 250 basis points to operating income growth.",LABEL_2,2,LABEL_2,0.435812,0.813818,0.627636,0.587871
221,First quarter EPS range is expected to be $0.57 to $0.58.,LABEL_1,1,LABEL_1,0.399142,0.471717,-0.066566,0.58707
222,This includes a headwind from currency of approximately $0.02 per share in a higher effective tax rate versus last year.,LABEL_1,1,LABEL_1,0.409855,0.475252,-0.059496,0.569497
223,"As we've said in the past, the relationship of operating income growing faster than sales may not occur every quarter that we expect the framework to hold on an annual basis at the enterprise level.",LABEL_0,0,LABEL_0,0.430837,0.142176,-0.715648,0.533571
224,"Before I turn it over to questions, I want to take a moment to thank our associates around the world for their hard work this past quarter and throughout fiscal year 2025.",LABEL_0,0,LABEL_0,0.636023,0.209888,-0.580225,0.521324
225,Their dedication and commitment to serving our customers and members every day is what makes Walmart such a special company.,LABEL_0,0,LABEL_0,0.616804,0.203545,-0.592909,0.507593
226,"As we look ahead to fiscal year 2026, and I speak for the whole team here, we're incredibly excited about our business.",LABEL_1,1,LABEL_1,0.456667,0.4907,-0.0286,0.524322
227,"It's not to say that there aren't challenges ahead, but our strategy is the right one.",LABEL_1,1,LABEL_1,0.475079,0.496776,-0.016448,0.507874
228,This team is executing on it.,LABEL_1,1,LABEL_1,0.65555,0.556332,0.102663,0.512085
229,"We're serving our customers and members better than ever before, and our associates and shareholders are benefiting, and yet in some ways, it feels like we're just getting started.",LABEL_1,1,LABEL_1,0.470021,0.495107,-0.019786,0.511756
230,We appreciate your interest in our company and are now ready to take your questions.,LABEL_0,0,LABEL_0,0.517714,0.170846,-0.658309,0.512222
231,"Question-and-Answer Session

Operator

[Operator Instructions] Thank you.",LABEL_1,1,LABEL_1,0.482574,0.49925,-0.011501,0.495147
232,And our first question is from the line of Michael Lasser with UBS.,LABEL_1,1,LABEL_1,0.501599,0.505528,0.001056,0.496843
233,"Michael Lasser

Good morning.",LABEL_1,1,LABEL_1,0.601885,0.538622,0.067244,0.480024
234,Thank you so much for taking my question.,LABEL_0,0,LABEL_0,0.654492,0.215982,-0.568035,0.451597
235,"Over the last several quarters, as Walmart was in the early stages of generating returns from the longer-term investments that it's been making, it appeared that the company was more insulated to the macro as it was gaining significant market share.",LABEL_1,1,LABEL_1,0.487268,0.500798,-0.008403,0.452854
236,Now is Walmart entering a phase where there's just simply more economic sensitivity to the model or perhaps even less of a countercyclical benefit?,LABEL_0,0,LABEL_0,0.540216,0.178271,-0.643457,0.436819
237,And how is this factored into the sales and EPS guidance for 2026?,LABEL_0,0,LABEL_0,0.67172,0.221668,-0.556665,0.404797
238,"And if this macroeconomic sensitivity results in a sales shortfall, what would be the course of action?",LABEL_0,0,LABEL_0,0.615266,0.203038,-0.593925,0.375053
239,It may be helpful to frame this with some insight into how the exit rate for fiscal 2025 unfolded.,LABEL_0,0,LABEL_0,0.706437,0.233124,-0.533752,0.381122
240,Thank you very much.,LABEL_0,0,LABEL_0,0.471924,0.155735,-0.68853,0.348218
241,"Doug McMillon

Hi, Michael, this is Doug.",LABEL_1,1,LABEL_1,0.57113,0.528473,0.046946,0.351055
242,I'll respond quickly and then hand it over to John David.,LABEL_0,0,LABEL_0,0.621809,0.205197,-0.589606,0.337553
243,"Basically, we feel the same way we have been feeling.",LABEL_1,1,LABEL_1,0.520697,0.51183,0.01366,0.356035
244,Customers members are going to be looking for value.,LABEL_0,0,LABEL_0,0.567632,0.187318,-0.625363,0.354907
245,"They're going to be looking for convenience, the changes that we're making in the company continue to have us appealing to them in those respects in an even better way.",LABEL_0,0,LABEL_0,0.464419,0.153258,-0.693483,0.352393
246,So our confidence level is high.,LABEL_1,1,LABEL_1,0.673101,0.562123,0.114247,0.355964
247,"I'm really pleased to see such a strong quarter, being up 5% and up 9% on the bottom line, feels really good.",LABEL_2,2,LABEL_2,0.375429,0.793892,0.587783,0.37082
248,Great to see that the momentum is still there.,LABEL_1,1,LABEL_1,0.593424,0.53583,0.06166,0.369794
249,"Stores and clubs still driving volume, e-commerce changes are happening.",LABEL_1,1,LABEL_1,0.511729,0.50887,0.007741,0.370483
250,So I think it's really consistent in terms of our view of how we look at the external environment.,LABEL_0,0,LABEL_0,0.482844,0.159339,-0.681323,0.369907
251,"John David Rainey

Sure, Michael.",LABEL_1,1,LABEL_1,0.613139,0.542336,0.074672,0.372062
252,This is John David.,LABEL_1,1,LABEL_1,0.620215,0.544671,0.079342,0.374019
253,"With respect to the sensitivity of our model to the macro environment, I hope investors think differently about Walmart because our customers and members are telling us that they do.",LABEL_0,0,LABEL_0,0.67291,0.22206,-0.55588,0.358191
254,"We're not just known for value, we're also increasingly known for convenience.",LABEL_0,0,LABEL_0,0.451502,0.148996,-0.702008,0.354841
255,Our business is performing well.,LABEL_1,1,LABEL_1,0.740791,0.584461,0.158922,0.359024
256,You asked about how we exited the year.,LABEL_0,0,LABEL_0,0.665358,0.219568,-0.560863,0.361089
257,January was actually our strongest comp in the U.S.,LABEL_1,1,LABEL_1,0.564559,0.526305,0.042609,0.376321
258,business.,LABEL_1,1,LABEL_1,0.413767,0.476543,-0.056914,0.389996
259,But this increased relevance translates into improved financial performance for us as well.,LABEL_0,0,LABEL_0,0.527362,0.174029,-0.651941,0.387042
260,"As we grow these digital businesses like e-commerce, the incremental margins in our e-commerce business globally for us in the quarter were 11% over twice the rate of what our overall margin is.",LABEL_2,2,LABEL_2,0.635695,0.879779,0.759558,0.423244
261,But let me address what is maybe the question behind the question as it relates to the outlook for next year.,LABEL_0,0,LABEL_0,0.692273,0.22845,-0.5431,0.408243
262,Our business outperformed on virtually every operational and financial metric in the quarter.,LABEL_1,1,LABEL_1,0.438587,0.484734,-0.040532,0.42222
263,We feel like we're performing exceptionally well.,LABEL_1,1,LABEL_1,0.60995,0.541283,0.072567,0.423692
264,"The guidance that we provided, we feel is very consistent with what we've done in prior years.",LABEL_1,1,LABEL_1,0.557039,0.523823,0.037645,0.440518
265,"Keep in mind, each of the last two years, we've guided operating income of 4% to 6% growth annually.",LABEL_2,2,LABEL_2,0.418281,0.808033,0.616065,0.473256
266,"This year, if you normalize for the effect of Leap Day in VIZIO transaction, our guidance suggests an outlook of 5% to 7%.",LABEL_2,2,LABEL_2,0.698056,0.900359,0.800717,0.490168
267,That reflects how we all feel about this business.,LABEL_1,1,LABEL_1,0.498618,0.504544,-0.000912,0.475701
268,We're really excited about what the year holds for us and what we can do there.,LABEL_1,1,LABEL_1,0.541134,0.518574,0.027149,0.474838
269,We're one month into the year.,LABEL_1,1,LABEL_1,0.692686,0.568586,0.127173,0.477824
270,So I think it's prudent to have an outlook that is somewhat measured.,LABEL_0,0,LABEL_0,0.688016,0.227045,-0.545909,0.481209
271,We don't want to get ahead of ourselves.,LABEL_0,0,LABEL_0,0.718272,0.23703,-0.52594,0.465944
272,There is certainly some unpredictability in any environment that we have.,LABEL_1,1,LABEL_1,0.655095,0.556181,0.102363,0.466519
273,But we feel really good about our ability to navigate that.,LABEL_1,1,LABEL_1,0.538121,0.51758,0.02516,0.481295
274,We feel really good about our relevance with customers.,LABEL_1,1,LABEL_1,0.669238,0.560849,0.111697,0.501888
275,And we feel really good about how our business model is changing to inflect our profits upwards.,LABEL_0,0,LABEL_0,0.481031,0.15874,-0.682519,0.480602
276,"Doug McMillon

Yes.",LABEL_1,1,LABEL_1,0.714213,0.57569,0.14138,0.498408
277,"When you take that noise out of the guidance, you can see that we're stepping things up a bit.",LABEL_0,0,LABEL_0,0.623916,0.205892,-0.588215,0.482387
278,I think that reflects our confidence.,LABEL_1,1,LABEL_1,0.511935,0.508939,0.007877,0.484007
279,"And to be in the position we're in right now with this momentum on the top line and the bottom line and inventory levels being so healthy, we feel like we're in a great spot to start the year.",LABEL_1,1,LABEL_1,0.717359,0.576728,0.143457,0.504142
280,The 2.8% increase in inventory is what we would want.,LABEL_1,1,LABEL_1,0.481658,0.498947,-0.012106,0.4851
281,Our in-stock levels look good.,LABEL_1,1,LABEL_1,0.682811,0.565328,0.120655,0.501944
282,"We did pull a little bit forward around the edges, but we're selling through that stuff quickly.",LABEL_1,1,LABEL_1,0.551115,0.521868,0.033736,0.503801
283,"So, really in a good place to begin February.",LABEL_1,1,LABEL_1,0.462582,0.492652,-0.024696,0.501369
284,"Operator

Our next question is from the line of Kate McShane with Goldman Sachs.",LABEL_1,1,LABEL_1,0.610813,0.541568,0.073137,0.502257
285,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.469284
286,"Kate McShane

Hi, good morning.",LABEL_1,1,LABEL_1,0.576237,0.530158,0.050316,0.450774
287,Thanks for taking our questions.,LABEL_0,0,LABEL_0,0.577741,0.190654,-0.618691,0.43508
288,"Like, you had mentioned in the prepared comments that gross margins are still being impacted by mix.",LABEL_0,0,LABEL_0,0.533815,0.176159,-0.647682,0.417959
289,"How should we think about the mix impact to gross margin in this upcoming fiscal year, especially as general merchandise growth continues to improve?",LABEL_0,0,LABEL_0,0.572295,0.188857,-0.622285,0.398973
290,"And just as a second question to that, for your alternative revenue businesses.",LABEL_0,0,LABEL_0,0.774326,0.255527,-0.488945,0.400397
291,Have any of those businesses now reached scale?,LABEL_0,0,LABEL_0,0.499927,0.164976,-0.670048,0.396794
292,"And if not, would you expect them to reach scale in fiscal year '25?",LABEL_0,0,LABEL_0,0.637778,0.210467,-0.579067,0.379508
293,Thank you.,LABEL_0,0,LABEL_0,0.475686,0.156976,-0.686047,0.361478
294,"Doug McMillon

I think we got a lot of room to run on the newer businesses.",LABEL_1,1,LABEL_1,0.730572,0.581089,0.152178,0.36249
295,I mean you can see our shares are really low.,LABEL_1,1,LABEL_1,0.543498,0.519354,0.028708,0.380521
296,It would be great to have general merchandise be strong.,LABEL_1,1,LABEL_1,0.601441,0.538476,0.066951,0.37866
297,You guys might want to comment a little bit on what you're seeing right now?,LABEL_0,0,LABEL_0,0.740928,0.244506,-0.510988,0.380591
298,"John Furner

Good morning, Kate, it's John.",LABEL_1,1,LABEL_1,0.545102,0.519884,0.029768,0.381138
299,Thanks for the question.,LABEL_1,1,LABEL_1,0.508642,0.507852,0.005704,0.377694
300,"I would just start by saying that I'm really proud of our associates and our team for the quarter that they just had, up 4.6%.",LABEL_0,0,LABEL_0,0.440541,0.145379,-0.709243,0.360016
301,That compares to 4% a year ago.,LABEL_2,2,LABEL_2,0.476136,0.827125,0.65425,0.373106
302,And really excited about the way they're taking care of customers and momentum that they have.,LABEL_0,0,LABEL_0,0.500241,0.165079,-0.669841,0.355266
303,"In terms of mix, we did have in the material that we are encouraged by the recent couple of quarters in general merchandise.",LABEL_1,1,LABEL_1,0.742319,0.584965,0.159931,0.359882
304,"We're seeing better sales, better units.",LABEL_1,1,LABEL_1,0.628896,0.547536,0.085071,0.36018
305,"We're seeing unit flow through all across the box, which is great.",LABEL_1,1,LABEL_1,0.722346,0.578374,0.146748,0.38167
306,We measure ourselves in units to ensure that we're delivering for customers.,LABEL_1,1,LABEL_1,0.44891,0.48814,-0.03372,0.379569
307,Doug mentioned inventory performance being up just about 3%.,LABEL_1,1,LABEL_1,0.464596,0.493317,-0.023367,0.394702
308,We're really pleased with that performance.,LABEL_1,1,LABEL_1,0.598213,0.53741,0.064821,0.412764
309,"As mentioned, our in-stock is better.",LABEL_1,1,LABEL_1,0.712542,0.575139,0.140278,0.432079
310,"Selling through and seasonal sell-through has been really strong in the last couple of quarters, which has helped our gross margin.",LABEL_1,1,LABEL_1,0.632803,0.548825,0.08765,0.446743
311,"And obviously, that results in savings of markdowns.",LABEL_0,0,LABEL_0,0.442663,0.146079,-0.707843,0.445799
312,"And on pricing, I just -- I would say, again, thanks to the team we have over 5,800 rollbacks in stores today.",LABEL_0,0,LABEL_0,0.463043,0.152804,-0.694392,0.442915
313,"Over 1,000 of those are new in just the last couple of weeks.",LABEL_1,1,LABEL_1,0.462904,0.492758,-0.024483,0.459705
314,So we remain focused on value.,LABEL_1,1,LABEL_1,0.529175,0.514628,0.019256,0.456381
315,And I think we're in a really good position to be able to deliver flexibly for customers any way they want to deliver.,LABEL_0,0,LABEL_0,0.534437,0.176364,-0.647272,0.439232
316,And the team has done a great job understanding all the moving pieces and how they build that into the cost structure.,LABEL_1,1,LABEL_1,0.561238,0.525209,0.040417,0.438569
317,And I'm really proud of the way the team is positioned going into this year.,LABEL_0,0,LABEL_0,0.485296,0.160148,-0.679704,0.434351
318,"Chris Nicholas

Yes.",LABEL_1,1,LABEL_1,0.719788,0.57753,0.14506,0.437233
319,"I think -- it's Chris Nicholas here, Kate.",LABEL_0,0,LABEL_0,0.587588,0.193904,-0.612192,0.421536
320,What I would say is -- we are seeing a lot of momentum.,LABEL_1,1,LABEL_1,0.699177,0.570729,0.131457,0.442803
321,"John David talked about January being the strongest month of the quarter, and we saw the same thing, too.",LABEL_1,1,LABEL_1,0.604333,0.53943,0.06886,0.428418
322,"We're investing across the member value proposition, and it's really paying dividends and making it easier through digital engagement, making it easier through the member experience we're creating to buy everything you want, whether it's groceries, whether it's consumables, whether it's general merchandise or apparel, we see all resonating.",LABEL_1,1,LABEL_1,0.40633,0.474089,-0.061822,0.443869
323,And it's interesting.,LABEL_0,0,LABEL_0,0.536162,0.176933,-0.646133,0.423467
324,"We're seeing our third quarter of GM comp growth, even though it's still a little deflated, so units are running ahead of comps.",LABEL_1,1,LABEL_1,0.502516,0.50583,0.00166,0.421382
325,And we're seeing strength in TVs and technology and apparel.,LABEL_1,1,LABEL_1,0.732962,0.581878,0.153755,0.421557
326,So we're seeing good strength on incredible items at incredible value.,LABEL_1,1,LABEL_1,0.704153,0.57237,0.134741,0.425769
327,So it's not getting old.,LABEL_0,0,LABEL_0,0.568318,0.187545,-0.62491,0.41048
328,"Kath McLay

And I would just say, across international, as I look at kind of GM sales, we had really strong GM sales in Q4, particularly in events.",LABEL_1,1,LABEL_1,0.555324,0.523257,0.036514,0.409772
329,"So if I look across Mexico and Canada, we saw really strong response from our customers.",LABEL_1,1,LABEL_1,0.663288,0.558885,0.10777,0.40896
330,We had our largest sales day ever in Walmex in -- during Elfin Irresistible.,LABEL_1,1,LABEL_1,0.550965,0.521818,0.033637,0.407609
331,"And a lot of the sales that we saw, particularly were coming through GM and apparel.",LABEL_1,1,LABEL_1,0.703957,0.572306,0.134611,0.428921
332,So happy with how that's all mixing out.,LABEL_1,1,LABEL_1,0.480636,0.49861,-0.01278,0.446211
333,"John David Rainey

Kate, this is John, David.",LABEL_1,1,LABEL_1,0.684409,0.565855,0.12171,0.449866
334,We obviously have a lot to say about this since we're all talking.,LABEL_0,0,LABEL_0,0.58378,0.192647,-0.614705,0.433767
335,But I want to directly answer your question.,LABEL_0,0,LABEL_0,0.708819,0.23391,-0.532179,0.436644
336,"Over the last year, the mix change for general merchandise in our business was down about 100 basis points.",LABEL_2,2,LABEL_2,0.490925,0.832005,0.66401,0.451984
337,We're assuming this year is about half of that.,LABEL_1,1,LABEL_1,0.485038,0.500063,-0.009875,0.46898
338,But we're quite excited about what we're doing in general merchandise.,LABEL_1,1,LABEL_1,0.597703,0.537242,0.064484,0.466965
339,One of the things that we didn't mention was the benefit that our marketplace is providing there.,LABEL_1,1,LABEL_1,0.498731,0.504581,-0.000838,0.482499
340,"We have categories in our marketplace business like automotive, toys, patio that are all growing north of 20%.",LABEL_1,1,LABEL_1,0.53865,0.517754,0.025509,0.47985
341,"So these are good examples of things that are specific to Walmart and maybe not just a general macro effect of customers maybe not having their wallet stretched as much, but things that we're doing to provide better assortment where our customers are buying more general merchandise.",LABEL_1,1,LABEL_1,0.565795,0.526712,0.043425,0.479215
342,"Operator

Our next question is from the line of Simeon Gutman with Morgan Stanley.",LABEL_1,1,LABEL_1,0.583663,0.532609,0.055217,0.482141
343,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.480723
344,"Simeon Gutman

Hi, good morning.",LABEL_1,1,LABEL_1,0.539346,0.517984,0.025968,0.481331
345,My question is on reinvesting and growing the business faster.,LABEL_0,0,LABEL_0,0.68477,0.225974,-0.548051,0.463536
346,It was mentioned that the e-commerce incremental margins were 11%.,LABEL_2,2,LABEL_2,0.380978,0.795723,0.591446,0.474703
347,It looks like the enterprise in Q4 was 7%.,LABEL_1,1,LABEL_1,0.355099,0.457183,-0.095635,0.488185
348,And if we think there's upward pressure on this over time.,LABEL_0,0,LABEL_0,0.596892,0.196974,-0.606052,0.471871
349,"So the idea of reinvesting at a healthy rate and growing earnings faster, you can clearly do both, which Doug called out a couple of years ago.",LABEL_0,0,LABEL_0,0.689832,0.227644,-0.544711,0.455309
350,"The question is, why not invest faster?",LABEL_0,0,LABEL_0,0.536487,0.177041,-0.645919,0.43807
351,"Because if incremental margins are rising, then top-of-funnel things like marketing and plus and anything related to e-commerce should be even more profitable and higher returns.",LABEL_0,0,LABEL_0,0.520782,0.171858,-0.656284,0.418048
352,"And I think John David said, we're leading in a little bit, if you could speak to that and then talk about this debate of investing at a faster rate.",LABEL_0,0,LABEL_0,0.779628,0.257277,-0.485446,0.405981
353,"John David Rainey

Simeon, thanks for the question.",LABEL_1,1,LABEL_1,0.664813,0.559388,0.108777,0.405658
354,I feel that we're striking the right balance right now between investment and margin expansion.,LABEL_1,1,LABEL_1,0.626168,0.546635,0.083271,0.423357
355,"There are some table-stake items in our business, and that's investing in price, investing in our associates.",LABEL_1,1,LABEL_1,0.497348,0.504125,-0.001751,0.436868
356,We're always going to do that.,LABEL_0,0,LABEL_0,0.579438,0.191214,-0.617571,0.404828
357,"Over the more recent years, we've invested a lot in our technology platform as well as supply chain automation.",LABEL_1,1,LABEL_1,0.430619,0.482104,-0.045792,0.40393
358,But those investments are actually driving the improvements that you see in our results this quarter.,LABEL_1,1,LABEL_1,0.54777,0.520764,0.031528,0.403106
359,You don't deliver the bottom line at twice the rate of growth as the top line without some of these investments that we've made.,LABEL_0,0,LABEL_0,0.627433,0.207053,-0.585894,0.38823
360,"So, as we look forward into the coming years, we certainly see the type of opportunity and incremental margins that we've had this quarter and maybe even something beyond that.",LABEL_0,0,LABEL_0,0.508073,0.167664,-0.664672,0.370726
361,But we can do that while investing for the business.,LABEL_0,0,LABEL_0,0.593081,0.195717,-0.608566,0.354176
362,We don't want to get overly focused on one quarter's performance at the expense of investing for the long term.,LABEL_0,0,LABEL_0,0.710685,0.234526,-0.530948,0.339272
363,"We're trying to build a great company here, continue to build a great company and drive these kind of returns for a long period of time, and that requires investment.",LABEL_0,0,LABEL_0,0.515233,0.170027,-0.659946,0.340344
364,"Operator

The next question is from the line of Kelly Bania with BMO Capital Markets.",LABEL_1,1,LABEL_1,0.563881,0.526081,0.042162,0.340749
365,Please proceed with your question.,LABEL_0,0,LABEL_0,0.450255,0.148584,-0.702831,0.336879
366,"Kelly Bania

Good morning.",LABEL_1,1,LABEL_1,0.609871,0.541257,0.072515,0.324156
367,Thanks for taking our question.,LABEL_0,0,LABEL_0,0.564074,0.186145,-0.627711,0.310604
368,"Doug and John David, you framed the 5% to 7% constant currency EBIT growth kind of excluding the noise from the VIZIO and leap year.",LABEL_0,0,LABEL_0,0.516686,0.170506,-0.658987,0.309281
369,"And it is consistent or maybe even slightly better than the past few years, originally, but it does seem a little conservative relative to what you achieved this year and to the momentum you have in the business.",LABEL_0,0,LABEL_0,0.596999,0.19701,-0.605981,0.307749
370,So I was wondering if you could just touch on two factors -- a couple of factors.,LABEL_0,0,LABEL_0,0.777368,0.256531,-0.486937,0.311723
371,"One, the tariffs and just what you're assuming and how the consumer responds to that, how you're planning on passing that through?",LABEL_0,0,LABEL_0,0.669024,0.220778,-0.558444,0.314169
372,And if that is assumed to be any sort of headwind to earnings this year?,LABEL_0,0,LABEL_0,0.651351,0.214946,-0.570109,0.312053
373,"And then also, the demand for expedited orders that you're seeing that continues, I think, to be helping the e-commerce profitability.",LABEL_0,0,LABEL_0,0.497483,0.164169,-0.671661,0.292292
374,"Are you assuming that, that continues at the same pace or any changes there on that front?",LABEL_0,0,LABEL_0,0.586751,0.193628,-0.612744,0.274641
375,"Doug McMillon

Yes, let me talk a little bit about tariffs and expedited orders.",LABEL_1,1,LABEL_1,0.764505,0.592287,0.174574,0.27905
376,John David and then turn it over to you.,LABEL_0,0,LABEL_0,0.583469,0.192545,-0.614911,0.279116
377,"As we've been saying, tariffs are something we've managed for many years, we'll just continue to manage that.",LABEL_1,1,LABEL_1,0.462746,0.492706,-0.024588,0.279646
378,We've got a great team.,LABEL_0,0,LABEL_0,0.484179,0.159779,-0.680442,0.261597
379,We know how to do that.,LABEL_0,0,LABEL_0,0.535925,0.176855,-0.64629,0.260087
380,"We can't predict what will happen in the future, but we can manage it really well.",LABEL_1,1,LABEL_1,0.481455,0.49888,-0.01224,0.276648
381,And we're wired to try and save people money.,LABEL_0,0,LABEL_0,0.596986,0.197005,-0.605989,0.276712
382,So that will be our ultimate goal.,LABEL_0,0,LABEL_0,0.523682,0.172815,-0.65437,0.273627
383,"And as it relates to delivery speed, it's important, and we're seeing behavior with our customers and members around the world that causes us to be excited about what's possible, and having these assets so close to people is such a big advantage and the stores are doing a great job of improving order quality and delivering with speed.",LABEL_1,1,LABEL_1,0.564175,0.526178,0.042355,0.291434
384,And I think that will just get better and better as things go through the year.,LABEL_0,0,LABEL_0,0.470435,0.155244,-0.689513,0.272892
385,"We will have, as kind of Simeon was pointing to flexibility.",LABEL_0,0,LABEL_0,0.573679,0.189314,-0.621372,0.274929
386,We manage the year.,LABEL_1,1,LABEL_1,0.484395,0.49985,-0.0103,0.272859
387,We don't just start the year with a plan and execute the plan.,LABEL_0,0,LABEL_0,0.574433,0.189563,-0.620874,0.273029
388,Things change.,LABEL_1,1,LABEL_1,0.60017,0.538056,0.066112,0.291407
389,I mean look at what's happening with generative AI right now and the opportunity to build code in different ways.,LABEL_0,0,LABEL_0,0.643973,0.212511,-0.574978,0.292182
390,"We've got opportunities to save money, get faster and we're making fluid decisions about how much we invest in technology, what do we put into wages and where, what needs to be done on prices this week?",LABEL_0,0,LABEL_0,0.51261,0.169161,-0.661677,0.287814
391,"And to have the business model be morphing the way it is, just gives us the room to be able to do what we want to do strategically and manage the business for the mid and longer term, not just the short term while we deliver results each quarter, growing profit faster than sales.",LABEL_0,0,LABEL_0,0.571417,0.188568,-0.622865,0.286203
392,"John David Rainey

Kelly, a couple of things.",LABEL_1,1,LABEL_1,0.434492,0.483382,-0.043236,0.299625
393,We don't have any explicit assumption in our guidance around tariffs.,LABEL_1,1,LABEL_1,0.483493,0.499553,-0.010895,0.316394
394,We feel like we'll be able to navigate that.,LABEL_0,0,LABEL_0,0.506844,0.167259,-0.665483,0.315076
