sentence_index,sentence_text,raw_label,label_id,label_name,score,relevance_0_1,relevance_-1_1,ma_relevance_0_1
192,"We're continuing to optimize our business to deliver greater efficiency, and we're committed to balancing ongoing investments with improved returns for customers, associates and shareholders.",LABEL_2,2,LABEL_2,0.70616,0.903033,0.806065,0.912333
193,"Our business model provides the ability to fund wage investments for associates and price investments for customers, while also delivering on our financial framework.",LABEL_2,2,LABEL_2,0.9274,0.976042,0.952084,0.913128
194,"Summarizing the quarter, in constant currency, sales grew over 5% and adjusted operating income grew more than 9%, both exceeding the upper bound of our guided ranges.",LABEL_2,2,LABEL_2,0.924362,0.97504,0.950079,0.92067
195,Adjusted EPS of $0.66 compared favorably to our expectations and reflected strong underlying business performance and lower tax expense.,LABEL_2,2,LABEL_2,0.939104,0.979904,0.959809,0.921609
196,Reported EPS included headwinds of approximately $0.01 from currency and nearly $0.01 from costs related to the acquisition of VIZIO.,LABEL_2,2,LABEL_2,0.588573,0.864229,0.728458,0.921082
197,Now let me turn to guidance.,LABEL_1,1,LABEL_1,0.447778,0.487767,-0.034467,0.897931
198,"We've been operating in a highly dynamic backdrop for several years, and we expect this year to be no different.",LABEL_2,2,LABEL_2,0.458218,0.821212,0.642424,0.891371
199,"Our outlook assumes a relatively stable macroeconomic environment, but acknowledges that there are still uncertainties related to consumer behavior and global economic and geopolitical conditions.",LABEL_2,2,LABEL_2,0.72636,0.909699,0.819398,0.891008
200,"As a result, we've taken a similar approach to our initial guidance view for the year as we have in the past couple of years, balancing known risk with what we can control.",LABEL_2,2,LABEL_2,0.561621,0.855335,0.71067,0.884431
201,"We remain confident that Walmart is well positioned to navigate as it has over the last several years, while continuing to deliver value for customers and shareholders alike.",LABEL_2,2,LABEL_2,0.904279,0.968412,0.936824,0.887539
202,"For fiscal year 2026, we expect consolidated net sales growth of approximately 3% to 4%, including the negative impact from lapping leap year and the favorable contribution from VIZIO sales.",LABEL_2,2,LABEL_2,0.946746,0.982426,0.964852,0.887843
203,"Operating income is projected to grow faster than sales at 3.5% to 5.5%, including 150 basis points of negative impacts for the VIZIO acquisition related to integration investments and transition costs, as well as from lapping leap year.",LABEL_2,2,LABEL_2,0.64372,0.882428,0.764855,0.88936
204,Adjusted EPS is expected to be in the range of $2.50 to $2.60.,LABEL_2,2,LABEL_2,0.900408,0.967135,0.934269,0.889591
205,This includes a headwind from currency of approximately $0.05 per share and a higher effective tax rate compared to last year.,LABEL_2,2,LABEL_2,0.872271,0.95785,0.915699,0.88885
206,"Recall that we guide sales and operating income growth on constant currency basis, volatility and currency rates had a meaningful impact on last year's results.",LABEL_2,2,LABEL_2,0.964739,0.988364,0.976728,0.896051
207,"If current exchange rates were to prevail for the full year, we would expect a headwind of approximately 100 basis points to sales growth and approximately 150 basis points to operating income growth, with more significant headwinds in the first half, given the degree of change in exchange rates versus last year.",LABEL_2,2,LABEL_2,0.969614,0.989972,0.979945,0.897874
208,"We expect CapEx to range between 3% and 3.5% of sales, as we invest in technology to optimize our supply chain, remodel stores and open new stores and clubs in both the U.S.",LABEL_2,2,LABEL_2,0.915657,0.972167,0.944334,0.905005
209,and certain international markets.,LABEL_2,2,LABEL_2,0.760507,0.920967,0.841935,0.904002
210,"For the first quarter, it's important to note that our year-over-year comparisons can have an outsized impact on quarterly growth rates.",LABEL_2,2,LABEL_2,0.809722,0.937208,0.874417,0.909362
211,We expect consolidated net sales growth of 3% to 4% in constant currency.,LABEL_2,2,LABEL_2,0.957827,0.986083,0.972166,0.916264
212,"This includes the negative effect of approximately 100 basis points to sales growth from lapping leap year and accounts for the shift in Easter timing from Q1 into Q2 our international portfolio, namely Walmex.",LABEL_2,2,LABEL_2,0.935988,0.978876,0.957752,0.920056
213,"Operating income is projected to grow 0.5% to 2% in constant currency, including the approximately 70 basis point headwind from the VIZIO acquisition, as well as the 250 basis point headwind to growth from lapping Leap Day.",LABEL_2,2,LABEL_2,0.772119,0.924799,0.849599,0.917494
214,Our operating income guidance also takes into account the Easter timing shift and lapping last year's consumer stimulus timing in Q1 for Walmex.,LABEL_2,2,LABEL_2,0.74354,0.915368,0.830736,0.91451
215,All of these items affect the year-over-year growth rates.,LABEL_2,2,LABEL_2,0.906944,0.969291,0.938583,0.913979
216,"But let me emphasize, our core business is still performing very strong.",LABEL_2,2,LABEL_2,0.662822,0.888731,0.777462,0.915205
217,"On a 2-year stack basis, the midpoint of our guidance would suggest operating income growth of 15%.",LABEL_2,2,LABEL_2,0.91845,0.973088,0.946177,0.939471
218,"Reflecting strength and consistency in the underlying business, we expect Enterprise net sales and operating income growth to be relatively consistent across quarters after adjusting for calendar impacts.",LABEL_2,2,LABEL_2,0.771594,0.924626,0.849252,0.944641
219,"Additionally, we expect first half sales and operating income to grow in the range of our full year guidance.",LABEL_2,2,LABEL_2,0.77488,0.92571,0.851421,0.945442
220,"Notably, if current exchange rates were to stay where they are for the entire first quarter, we would expect a headwind of approximately 150 basis points of sales growth and approximately 250 basis points to operating income growth.",LABEL_2,2,LABEL_2,0.946156,0.982232,0.964463,0.951787
221,First quarter EPS range is expected to be $0.57 to $0.58.,LABEL_2,2,LABEL_2,0.877285,0.959504,0.919008,0.951341
222,This includes a headwind from currency of approximately $0.02 per share in a higher effective tax rate versus last year.,LABEL_2,2,LABEL_2,0.917967,0.972929,0.945858,0.950866
223,"As we've said in the past, the relationship of operating income growing faster than sales may not occur every quarter that we expect the framework to hold on an annual basis at the enterprise level.",LABEL_2,2,LABEL_2,0.91033,0.970409,0.940818,0.955266
224,"Before I turn it over to questions, I want to take a moment to thank our associates around the world for their hard work this past quarter and throughout fiscal year 2025.",LABEL_2,2,LABEL_2,0.517725,0.840849,0.681698,0.948951
225,Their dedication and commitment to serving our customers and members every day is what makes Walmart such a special company.,LABEL_2,2,LABEL_2,0.77085,0.92438,0.848761,0.947278
226,"As we look ahead to fiscal year 2026, and I speak for the whole team here, we're incredibly excited about our business.",LABEL_2,2,LABEL_2,0.542013,0.848864,0.697728,0.940303
227,"It's not to say that there aren't challenges ahead, but our strategy is the right one.",LABEL_1,1,LABEL_1,0.477815,0.497679,-0.014642,0.915688
228,This team is executing on it.,LABEL_2,2,LABEL_2,0.803014,0.934994,0.869989,0.91383
229,"We're serving our customers and members better than ever before, and our associates and shareholders are benefiting, and yet in some ways, it feels like we're just getting started.",LABEL_1,1,LABEL_1,0.503818,0.50626,0.00252,0.893094
230,We appreciate your interest in our company and are now ready to take your questions.,LABEL_2,2,LABEL_2,0.459248,0.821552,0.643104,0.887311
231,"Question-and-Answer Session

Operator

[Operator Instructions] Thank you.",LABEL_2,2,LABEL_2,0.466707,0.824013,0.648027,0.879208
232,And our first question is from the line of Michael Lasser with UBS.,LABEL_2,2,LABEL_2,0.514459,0.839771,0.679543,0.872253
233,"Michael Lasser

Good morning.",LABEL_2,2,LABEL_2,0.714217,0.905692,0.811384,0.871297
234,Thank you so much for taking my question.,LABEL_2,2,LABEL_2,0.431484,0.81239,0.624779,0.866148
235,"Over the last several quarters, as Walmart was in the early stages of generating returns from the longer-term investments that it's been making, it appeared that the company was more insulated to the macro as it was gaining significant market share.",LABEL_2,2,LABEL_2,0.888903,0.963338,0.926676,0.865851
236,Now is Walmart entering a phase where there's just simply more economic sensitivity to the model or perhaps even less of a countercyclical benefit?,LABEL_2,2,LABEL_2,0.538332,0.847649,0.695299,0.863797
237,And how is this factored into the sales and EPS guidance for 2026?,LABEL_2,2,LABEL_2,0.591594,0.865226,0.730452,0.858403
238,"And if this macroeconomic sensitivity results in a sales shortfall, what would be the course of action?",LABEL_2,2,LABEL_2,0.520702,0.841832,0.683663,0.854264
239,It may be helpful to frame this with some insight into how the exit rate for fiscal 2025 unfolded.,LABEL_2,2,LABEL_2,0.55137,0.851952,0.703904,0.850576
240,Thank you very much.,LABEL_1,1,LABEL_1,0.447281,0.487603,-0.034795,0.825844
241,"Doug McMillon

Hi, Michael, this is Doug.",LABEL_2,2,LABEL_2,0.912363,0.97108,0.94216,0.826423
242,I'll respond quickly and then hand it over to John David.,LABEL_2,2,LABEL_2,0.55046,0.851652,0.703304,0.820359
243,"Basically, we feel the same way we have been feeling.",LABEL_2,2,LABEL_2,0.807753,0.936559,0.873117,0.818667
244,Customers members are going to be looking for value.,LABEL_2,2,LABEL_2,0.538116,0.847578,0.695157,0.819003
245,"They're going to be looking for convenience, the changes that we're making in the company continue to have us appealing to them in those respects in an even better way.",LABEL_2,2,LABEL_2,0.707597,0.903507,0.807014,0.81796
246,So our confidence level is high.,LABEL_2,2,LABEL_2,0.751479,0.917988,0.835976,0.821416
247,"I'm really pleased to see such a strong quarter, being up 5% and up 9% on the bottom line, feels really good.",LABEL_2,2,LABEL_2,0.944943,0.981831,0.963662,0.845623
248,Great to see that the momentum is still there.,LABEL_2,2,LABEL_2,0.78066,0.927618,0.855236,0.845255
249,"Stores and clubs still driving volume, e-commerce changes are happening.",LABEL_2,2,LABEL_2,0.799459,0.933821,0.867643,0.866633
250,So I think it's really consistent in terms of our view of how we look at the external environment.,LABEL_1,1,LABEL_1,0.524891,0.513214,0.016428,0.851216
251,"John David Rainey

Sure, Michael.",LABEL_2,2,LABEL_2,0.736655,0.913096,0.826192,0.85567
252,This is John David.,LABEL_2,2,LABEL_2,0.60392,0.869294,0.738588,0.857146
253,"With respect to the sensitivity of our model to the macro environment, I hope investors think differently about Walmart because our customers and members are telling us that they do.",LABEL_2,2,LABEL_2,0.755552,0.919332,0.838664,0.857828
254,"We're not just known for value, we're also increasingly known for convenience.",LABEL_2,2,LABEL_2,0.584164,0.862774,0.725548,0.860347
255,Our business is performing well.,LABEL_2,2,LABEL_2,0.703808,0.902256,0.804513,0.857293
256,You asked about how we exited the year.,LABEL_2,2,LABEL_2,0.631713,0.878465,0.75693,0.858834
257,January was actually our strongest comp in the U.S.,LABEL_1,1,LABEL_1,0.494371,0.503142,-0.003715,0.84073
258,business.,LABEL_2,2,LABEL_2,0.508984,0.837965,0.67593,0.840536
259,But this increased relevance translates into improved financial performance for us as well.,LABEL_2,2,LABEL_2,0.657465,0.886964,0.773927,0.842287
260,"As we grow these digital businesses like e-commerce, the incremental margins in our e-commerce business globally for us in the quarter were 11% over twice the rate of what our overall margin is.",LABEL_2,2,LABEL_2,0.966707,0.989013,0.978026,0.867357
261,But let me address what is maybe the question behind the question as it relates to the outlook for next year.,LABEL_1,1,LABEL_1,0.482845,0.499339,-0.011322,0.84377
262,Our business outperformed on virtually every operational and financial metric in the quarter.,LABEL_2,2,LABEL_2,0.859163,0.953524,0.907047,0.848864
263,We feel like we're performing exceptionally well.,LABEL_1,1,LABEL_1,0.541018,0.518536,0.027072,0.827963
264,"The guidance that we provided, we feel is very consistent with what we've done in prior years.",LABEL_2,2,LABEL_2,0.543698,0.84942,0.69884,0.828055
265,"Keep in mind, each of the last two years, we've guided operating income of 4% to 6% growth annually.",LABEL_2,2,LABEL_2,0.959095,0.986501,0.973003,0.832205
266,"This year, if you normalize for the effect of Leap Day in VIZIO transaction, our guidance suggests an outlook of 5% to 7%.",LABEL_2,2,LABEL_2,0.960819,0.98707,0.974141,0.835659
267,That reflects how we all feel about this business.,LABEL_2,2,LABEL_2,0.478438,0.827885,0.655769,0.827962
268,We're really excited about what the year holds for us and what we can do there.,LABEL_2,2,LABEL_2,0.535482,0.846709,0.693418,0.823916
269,We're one month into the year.,LABEL_1,1,LABEL_1,0.438924,0.484845,-0.04031,0.801467
270,So I think it's prudent to have an outlook that is somewhat measured.,LABEL_2,2,LABEL_2,0.517696,0.84084,0.681679,0.817849
271,We don't want to get ahead of ourselves.,LABEL_1,1,LABEL_1,0.577638,0.530621,0.051241,0.798725
272,There is certainly some unpredictability in any environment that we have.,LABEL_2,2,LABEL_2,0.738901,0.913837,0.827675,0.800952
273,But we feel really good about our ability to navigate that.,LABEL_1,1,LABEL_1,0.515522,0.510122,0.010244,0.780491
274,We feel really good about our relevance with customers.,LABEL_1,1,LABEL_1,0.510774,0.508555,0.007111,0.762781
275,And we feel really good about how our business model is changing to inflect our profits upwards.,LABEL_2,2,LABEL_2,0.884305,0.961821,0.923641,0.765759
276,"Doug McMillon

Yes.",LABEL_2,2,LABEL_2,0.843332,0.9483,0.896599,0.76925
277,"When you take that noise out of the guidance, you can see that we're stepping things up a bit.",LABEL_1,1,LABEL_1,0.557748,0.524057,0.038114,0.770296
278,I think that reflects our confidence.,LABEL_1,1,LABEL_1,0.488217,0.501112,-0.007777,0.753453
279,"And to be in the position we're in right now with this momentum on the top line and the bottom line and inventory levels being so healthy, we feel like we're in a great spot to start the year.",LABEL_2,2,LABEL_2,0.714014,0.905624,0.811249,0.754387
280,The 2.8% increase in inventory is what we would want.,LABEL_2,2,LABEL_2,0.963391,0.987919,0.975838,0.754332
281,Our in-stock levels look good.,LABEL_2,2,LABEL_2,0.638588,0.880734,0.761468,0.773402
282,"We did pull a little bit forward around the edges, but we're selling through that stuff quickly.",LABEL_2,2,LABEL_2,0.903684,0.968216,0.936431,0.774136
283,"So, really in a good place to begin February.",LABEL_2,2,LABEL_2,0.733898,0.912186,0.824373,0.793819
284,"Operator

Our next question is from the line of Kate McShane with Goldman Sachs.",LABEL_2,2,LABEL_2,0.506409,0.837115,0.67423,0.793203
285,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.784208
286,"Kate McShane

Hi, good morning.",LABEL_2,2,LABEL_2,0.838834,0.946815,0.893631,0.782195
287,Thanks for taking our questions.,LABEL_1,1,LABEL_1,0.436207,0.483948,-0.042103,0.764998
288,"Like, you had mentioned in the prepared comments that gross margins are still being impacted by mix.",LABEL_2,2,LABEL_2,0.953923,0.984795,0.969589,0.771903
289,"How should we think about the mix impact to gross margin in this upcoming fiscal year, especially as general merchandise growth continues to improve?",LABEL_1,1,LABEL_1,0.433193,0.482954,-0.044092,0.771808
290,"And just as a second question to that, for your alternative revenue businesses.",LABEL_2,2,LABEL_2,0.701148,0.901379,0.802758,0.774835
291,Have any of those businesses now reached scale?,LABEL_2,2,LABEL_2,0.508813,0.837908,0.675816,0.790199
292,"And if not, would you expect them to reach scale in fiscal year '25?",LABEL_2,2,LABEL_2,0.873153,0.958141,0.916281,0.792415
293,Thank you.,LABEL_1,1,LABEL_1,0.46698,0.494103,-0.021793,0.791614
294,"Doug McMillon

I think we got a lot of room to run on the newer businesses.",LABEL_2,2,LABEL_2,0.891833,0.964305,0.92861,0.814401
295,I mean you can see our shares are really low.,LABEL_2,2,LABEL_2,0.950976,0.983822,0.967644,0.815501
296,It would be great to have general merchandise be strong.,LABEL_2,2,LABEL_2,0.60185,0.868611,0.737221,0.811517
297,You guys might want to comment a little bit on what you're seeing right now?,LABEL_1,1,LABEL_1,0.502863,0.505945,0.001889,0.810611
298,"John Furner

Good morning, Kate, it's John.",LABEL_2,2,LABEL_2,0.750097,0.917532,0.835064,0.831432
299,Thanks for the question.,LABEL_1,1,LABEL_1,0.45849,0.491302,-0.027397,0.810716
300,"I would just start by saying that I'm really proud of our associates and our team for the quarter that they just had, up 4.6%.",LABEL_2,2,LABEL_2,0.952766,0.984413,0.968826,0.810541
301,That compares to 4% a year ago.,LABEL_2,2,LABEL_2,0.860002,0.953801,0.907601,0.814194
302,And really excited about the way they're taking care of customers and momentum that they have.,LABEL_2,2,LABEL_2,0.722108,0.908296,0.816591,0.811198
303,"In terms of mix, we did have in the material that we are encouraged by the recent couple of quarters in general merchandise.",LABEL_2,2,LABEL_2,0.893607,0.96489,0.929781,0.813833
304,"We're seeing better sales, better units.",LABEL_2,2,LABEL_2,0.517601,0.840808,0.681616,0.814018
305,"We're seeing unit flow through all across the box, which is great.",LABEL_1,1,LABEL_1,0.514969,0.50994,0.009879,0.799185
306,We measure ourselves in units to ensure that we're delivering for customers.,LABEL_2,2,LABEL_2,0.78598,0.929373,0.858747,0.798313
307,Doug mentioned inventory performance being up just about 3%.,LABEL_2,2,LABEL_2,0.788503,0.930206,0.860412,0.820626
308,We're really pleased with that performance.,LABEL_1,1,LABEL_1,0.555421,0.523289,0.036578,0.797551
309,"As mentioned, our in-stock is better.",LABEL_2,2,LABEL_2,0.477199,0.827476,0.654951,0.814777
310,"Selling through and seasonal sell-through has been really strong in the last couple of quarters, which has helped our gross margin.",LABEL_2,2,LABEL_2,0.968704,0.989672,0.979344,0.819192
311,"And obviously, that results in savings of markdowns.",LABEL_2,2,LABEL_2,0.933161,0.977943,0.955887,0.826193
312,"And on pricing, I just -- I would say, again, thanks to the team we have over 5,800 rollbacks in stores today.",LABEL_2,2,LABEL_2,0.965097,0.988482,0.976964,0.82771
313,"Over 1,000 of those are new in just the last couple of weeks.",LABEL_2,2,LABEL_2,0.814698,0.93885,0.877701,0.849948
314,So we remain focused on value.,LABEL_1,1,LABEL_1,0.466285,0.493874,-0.022252,0.826426
315,And I think we're in a really good position to be able to deliver flexibly for customers any way they want to deliver.,LABEL_2,2,LABEL_2,0.940613,0.980402,0.960805,0.826255
316,And the team has done a great job understanding all the moving pieces and how they build that into the cost structure.,LABEL_2,2,LABEL_2,0.973568,0.991278,0.982555,0.832389
317,And I'm really proud of the way the team is positioned going into this year.,LABEL_2,2,LABEL_2,0.554908,0.85312,0.706239,0.849747
318,"Chris Nicholas

Yes.",LABEL_2,2,LABEL_2,0.755431,0.919292,0.838584,0.849835
319,"I think -- it's Chris Nicholas here, Kate.",LABEL_1,1,LABEL_1,0.520797,0.511863,0.013726,0.850863
320,What I would say is -- we are seeing a lot of momentum.,LABEL_2,2,LABEL_2,0.465926,0.823756,0.647511,0.842831
321,"John David talked about January being the strongest month of the quarter, and we saw the same thing, too.",LABEL_2,2,LABEL_2,0.867207,0.956178,0.912357,0.842949
322,"We're investing across the member value proposition, and it's really paying dividends and making it easier through digital engagement, making it easier through the member experience we're creating to buy everything you want, whether it's groceries, whether it's consumables, whether it's general merchandise or apparel, we see all resonating.",LABEL_2,2,LABEL_2,0.782524,0.928233,0.856466,0.843946
323,And it's interesting.,LABEL_1,1,LABEL_1,0.546564,0.520366,0.030733,0.82172
324,"We're seeing our third quarter of GM comp growth, even though it's still a little deflated, so units are running ahead of comps.",LABEL_2,2,LABEL_2,0.652871,0.885447,0.770895,0.823952
325,And we're seeing strength in TVs and technology and apparel.,LABEL_2,2,LABEL_2,0.598609,0.867541,0.735082,0.841832
326,So we're seeing good strength on incredible items at incredible value.,LABEL_2,2,LABEL_2,0.958505,0.986307,0.972613,0.844679
327,So it's not getting old.,LABEL_1,1,LABEL_1,0.538251,0.517623,0.025246,0.82405
328,"Kath McLay

And I would just say, across international, as I look at kind of GM sales, we had really strong GM sales in Q4, particularly in events.",LABEL_2,2,LABEL_2,0.96911,0.989806,0.979613,0.847375
329,"So if I look across Mexico and Canada, we saw really strong response from our customers.",LABEL_2,2,LABEL_2,0.896104,0.965714,0.931429,0.854287
330,We had our largest sales day ever in Walmex in -- during Elfin Irresistible.,LABEL_2,2,LABEL_2,0.734108,0.912256,0.824511,0.850417
331,"And a lot of the sales that we saw, particularly were coming through GM and apparel.",LABEL_2,2,LABEL_2,0.959888,0.986763,0.973526,0.850858
332,So happy with how that's all mixing out.,LABEL_1,1,LABEL_1,0.519716,0.511506,0.013012,0.827009
333,"John David Rainey

Kate, this is John, David.",LABEL_2,2,LABEL_2,0.928374,0.976363,0.952727,0.828884
334,We obviously have a lot to say about this since we're all talking.,LABEL_1,1,LABEL_1,0.602407,0.538794,0.067589,0.83113
335,But I want to directly answer your question.,LABEL_1,1,LABEL_1,0.46629,0.493876,-0.022248,0.806804
336,"Over the last year, the mix change for general merchandise in our business was down about 100 basis points.",LABEL_2,2,LABEL_2,0.965005,0.988452,0.976903,0.806663
337,We're assuming this year is about half of that.,LABEL_2,2,LABEL_2,0.957591,0.986005,0.97201,0.813307
338,But we're quite excited about what we're doing in general merchandise.,LABEL_2,2,LABEL_2,0.559038,0.854483,0.708965,0.810067
339,One of the things that we didn't mention was the benefit that our marketplace is providing there.,LABEL_2,2,LABEL_2,0.631651,0.878445,0.75689,0.828396
340,"We have categories in our marketplace business like automotive, toys, patio that are all growing north of 20%.",LABEL_2,2,LABEL_2,0.963611,0.987992,0.975983,0.836607
341,"So these are good examples of things that are specific to Walmart and maybe not just a general macro effect of customers maybe not having their wallet stretched as much, but things that we're doing to provide better assortment where our customers are buying more general merchandise.",LABEL_2,2,LABEL_2,0.803885,0.935282,0.870564,0.835563
342,"Operator

Our next question is from the line of Simeon Gutman with Morgan Stanley.",LABEL_2,2,LABEL_2,0.489251,0.831453,0.662906,0.830724
343,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.845035
344,"Simeon Gutman

Hi, good morning.",LABEL_2,2,LABEL_2,0.883262,0.961476,0.922953,0.848836
345,My question is on reinvesting and growing the business faster.,LABEL_1,1,LABEL_1,0.509582,0.508162,0.006324,0.830867
346,It was mentioned that the e-commerce incremental margins were 11%.,LABEL_2,2,LABEL_2,0.789263,0.930457,0.860913,0.828075
347,It looks like the enterprise in Q4 was 7%.,LABEL_2,2,LABEL_2,0.72317,0.908646,0.817292,0.847626
348,And if we think there's upward pressure on this over time.,LABEL_1,1,LABEL_1,0.580108,0.531436,0.052871,0.824708
349,"So the idea of reinvesting at a healthy rate and growing earnings faster, you can clearly do both, which Doug called out a couple of years ago.",LABEL_2,2,LABEL_2,0.942964,0.981178,0.962357,0.825481
350,"The question is, why not invest faster?",LABEL_2,2,LABEL_2,0.502145,0.835708,0.671416,0.821653
351,"Because if incremental margins are rising, then top-of-funnel things like marketing and plus and anything related to e-commerce should be even more profitable and higher returns.",LABEL_2,2,LABEL_2,0.821539,0.941108,0.882216,0.819371
352,"And I think John David said, we're leading in a little bit, if you could speak to that and then talk about this debate of investing at a faster rate.",LABEL_2,2,LABEL_2,0.707801,0.903574,0.807148,0.838974
353,"John David Rainey

Simeon, thanks for the question.",LABEL_2,2,LABEL_2,0.872601,0.957958,0.915917,0.838054
354,I feel that we're striking the right balance right now between investment and margin expansion.,LABEL_2,2,LABEL_2,0.512916,0.839262,0.678525,0.853077
355,"There are some table-stake items in our business, and that's investing in price, investing in our associates.",LABEL_2,2,LABEL_2,0.801932,0.934638,0.869275,0.875115
356,We're always going to do that.,LABEL_1,1,LABEL_1,0.497406,0.504144,-0.001712,0.8509
357,"Over the more recent years, we've invested a lot in our technology platform as well as supply chain automation.",LABEL_2,2,LABEL_2,0.956379,0.985605,0.97121,0.85088
358,But those investments are actually driving the improvements that you see in our results this quarter.,LABEL_2,2,LABEL_2,0.954716,0.985056,0.970112,0.857409
359,You don't deliver the bottom line at twice the rate of growth as the top line without some of these investments that we've made.,LABEL_2,2,LABEL_2,0.963793,0.988052,0.976103,0.862889
360,"So, as we look forward into the coming years, we certainly see the type of opportunity and incremental margins that we've had this quarter and maybe even something beyond that.",LABEL_2,2,LABEL_2,0.751971,0.91815,0.836301,0.859397
361,But we can do that while investing for the business.,LABEL_2,2,LABEL_2,0.698936,0.900649,0.801298,0.857665
362,We don't want to get overly focused on one quarter's performance at the expense of investing for the long term.,LABEL_1,1,LABEL_1,0.56637,0.526902,0.043804,0.842438
363,"We're trying to build a great company here, continue to build a great company and drive these kind of returns for a long period of time, and that requires investment.",LABEL_2,2,LABEL_2,0.966285,0.988874,0.977748,0.851552
364,"Operator

The next question is from the line of Kelly Bania with BMO Capital Markets.",LABEL_2,2,LABEL_2,0.470564,0.825286,0.650572,0.844742
365,Please proceed with your question.,LABEL_2,2,LABEL_2,0.413914,0.806592,0.613183,0.859664
366,"Kelly Bania

Good morning.",LABEL_2,2,LABEL_2,0.687313,0.896813,0.793627,0.857982
367,Thanks for taking our question.,LABEL_1,1,LABEL_1,0.448208,0.487909,-0.034183,0.836945
368,"Doug and John David, you framed the 5% to 7% constant currency EBIT growth kind of excluding the noise from the VIZIO and leap year.",LABEL_2,2,LABEL_2,0.95559,0.985345,0.970689,0.85964
369,"And it is consistent or maybe even slightly better than the past few years, originally, but it does seem a little conservative relative to what you achieved this year and to the momentum you have in the business.",LABEL_2,2,LABEL_2,0.724071,0.908943,0.817887,0.856028
370,So I was wondering if you could just touch on two factors -- a couple of factors.,LABEL_2,2,LABEL_2,0.601847,0.86861,0.737219,0.857674
371,"One, the tariffs and just what you're assuming and how the consumer responds to that, how you're planning on passing that through?",LABEL_2,2,LABEL_2,0.95782,0.986081,0.972161,0.859922
372,And if that is assumed to be any sort of headwind to earnings this year?,LABEL_2,2,LABEL_2,0.896207,0.965748,0.931497,0.863031
373,"And then also, the demand for expedited orders that you're seeing that continues, I think, to be helping the e-commerce profitability.",LABEL_2,2,LABEL_2,0.797171,0.933066,0.866133,0.861786
374,"Are you assuming that, that continues at the same pace or any changes there on that front?",LABEL_2,2,LABEL_2,0.939669,0.980091,0.960181,0.868828
375,"Doug McMillon

Yes, let me talk a little bit about tariffs and expedited orders.",LABEL_2,2,LABEL_2,0.799238,0.933749,0.867497,0.868783
376,John David and then turn it over to you.,LABEL_2,2,LABEL_2,0.849469,0.950325,0.90065,0.891092
377,"As we've been saying, tariffs are something we've managed for many years, we'll just continue to manage that.",LABEL_2,2,LABEL_2,0.919957,0.973586,0.947172,0.890491
378,We've got a great team.,LABEL_2,2,LABEL_2,0.85989,0.953764,0.907528,0.888927
379,We know how to do that.,LABEL_2,2,LABEL_2,0.570262,0.858186,0.716373,0.882433
380,"We can't predict what will happen in the future, but we can manage it really well.",LABEL_2,2,LABEL_2,0.67862,0.893945,0.787889,0.881223
381,And we're wired to try and save people money.,LABEL_2,2,LABEL_2,0.636312,0.879983,0.759966,0.88019
382,So that will be our ultimate goal.,LABEL_2,2,LABEL_2,0.543432,0.849333,0.698665,0.896311
383,"And as it relates to delivery speed, it's important, and we're seeing behavior with our customers and members around the world that causes us to be excited about what's possible, and having these assets so close to people is such a big advantage and the stores are doing a great job of improving order quality and delivering with speed.",LABEL_2,2,LABEL_2,0.957063,0.985831,0.971661,0.896159
384,And I think that will just get better and better as things go through the year.,LABEL_2,2,LABEL_2,0.509332,0.838079,0.676159,0.896799
385,"We will have, as kind of Simeon was pointing to flexibility.",LABEL_2,2,LABEL_2,0.714206,0.905688,0.811376,0.901754
386,We manage the year.,LABEL_2,2,LABEL_2,0.529219,0.844642,0.689284,0.899145
387,We don't just start the year with a plan and execute the plan.,LABEL_2,2,LABEL_2,0.515088,0.839979,0.679958,0.916749
388,Things change.,LABEL_2,2,LABEL_2,0.465767,0.823703,0.647406,0.908667
389,I mean look at what's happening with generative AI right now and the opportunity to build code in different ways.,LABEL_1,1,LABEL_1,0.463641,0.493001,-0.023997,0.887869
390,"We've got opportunities to save money, get faster and we're making fluid decisions about how much we invest in technology, what do we put into wages and where, what needs to be done on prices this week?",LABEL_2,2,LABEL_2,0.628007,0.877242,0.754485,0.888301
391,"And to have the business model be morphing the way it is, just gives us the room to be able to do what we want to do strategically and manage the business for the mid and longer term, not just the short term while we deliver results each quarter, growing profit faster than sales.",LABEL_2,2,LABEL_2,0.736976,0.913202,0.826404,0.884657
392,"John David Rainey

Kelly, a couple of things.",LABEL_2,2,LABEL_2,0.745448,0.915998,0.831996,0.88217
393,We don't have any explicit assumption in our guidance around tariffs.,LABEL_1,1,LABEL_1,0.550025,0.521508,0.033016,0.861592
394,We feel like we'll be able to navigate that.,LABEL_1,1,LABEL_1,0.589839,0.534647,0.059294,0.83932
395,Will it turn out differently than maybe what we expect today?,LABEL_1,1,LABEL_1,0.560572,0.524989,0.039977,0.818882
396,"Perhaps, and we feel good about our ability to do that though.",LABEL_2,2,LABEL_2,0.527419,0.844048,0.688096,0.813568
397,"With respect to the guidance, look, I think similar to last year, the last couple of years very consistently, we have to acknowledge that we are in an uncertain time.",LABEL_2,2,LABEL_2,0.721349,0.908045,0.81609,0.810291
